PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Mean_Qualifier,IC50_Mean,IC50_Qualifier_1,IC50_1,Std.Err(IC50)_1,nH_1,Excluded_Points_first_point,% Activity at 100 uM_first_point,% Activity at 50 uM_first_point,% Activity at 25 uM_first_point,% Activity at 12.5 uM_first_point,% Activity at 6.25 uM_first_point,% Activity at 3.125 uM_first_point,IC50_Qualifier_2,IC50_2,Std.Err(IC50)_2,nH_2,Excluded_Points_second_point,% Activity at 100 uM_second_point,% Activity at 50 uM_second_point,% Activity at 25 uM_second_point,% Activity at 12.5 uM_second_point,% Activity at 6.25 uM_second_point,% Activity at 3.125 uM_second_point
726,14720427,1137854,CC(C)C1=CC=C(C=C1)N(CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)S(=O)(=O)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",13.6719,-2.00152,16.7599,-1.87387,-6.45917,0.276399,>,100,,,"0,0,0,0,0,0",-0.84123,0.982911,1.6534,7.63855,16.0355,1.4069
727,14730583,2764693,CC(C1=CC=NN1S(=O)(=O)C)OC2=CC=C(C=C2)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",25.4778,21.2902,5.79053,1.51355,11.8467,-0.558183,>,100,,,"0,0,0,0,0,0",34.7285,20.1837,16.5669,4.84219,9.96062,-10.8099
728,14729802,718731,C1=CC=C(C=C1)OCC2=NC(=NO2)C3=CC=CS3,Active,45,,,=,31.5,=,32.921,2.14,2.646,"0,0,0,0,0,0",93.9449,84.8587,26.581,24.3565,9.02193,2.70845,=,30.077,4.32,2.249,"0,0,0,0,0,0",94.5115,75.1993,33.2296,3.44781,10.6154,-1.69714
729,14738779,5343237,C1=CC(=CC(=C1)Cl)C(=O)O/N=C(/C2=CN=CC=C2)\N,Inactive,41,,,=,86.4,>,100,,,"0,0,0,0,0,0",48.3847,25.6428,21.2804,23.2274,9.95755,-1.60878,=,86.437,19.2,0.811,"0,0,0,0,0,0",48.2636,43.5011,29.3842,20.5593,1.64354,6.04218
730,14730431,4662614,CCOC(=O)C1=C(OC(=C(C1C2=CC=CC=C2)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",49.7318,17.0937,16.3014,4.23232,-6.85191,5.62754,>,100,,,"1,0,0,0,0,0",,26.9251,4.00604,17.7462,-10.4944,-6.09672
731,14738782,2216106,CC1=CC(=CC(=C1Cl)C)OCCCCN2C(=O)C(NC2=O)(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",18.1522,-8.33452,3.28089,-0.0476147,11.5845,10.311,>,100,,,"1,0,0,0,0,0",,-4.83461,13.0873,-1.67935,8.41257,3.02397
732,14731474,890009,CCOC1=CC2=C(C=C1)C(=O)C(=CO2)OC3=CC=CC=C3OCC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-4.35799,-3.18957,-1.58913,20.3938,-14.2551,5.64521,>,100,,,"0,0,0,0,0,0",2.00837,5.26519,-2.97103,7.12778,5.01376,8.45497
733,14740094,850118,CC1=CN(C=N1)S(=O)(=O)C2=C(C=CC(=C2)C(C)C)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-9.6895,16.0863,4.27355,-5.33003,-7.23484,10.5045,>,100,,,"0,0,0,0,0,0",8.11479,17.7541,-4.243,8.62654,2.70845,4.29988
734,14738654,9551526,CCOC1=CC=CC=C1NC(=O)C(CC(C)C)NC(=O)C2CCC(CC2)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.0967089,5.80722,-12.3503,-7.38212,-6.90101,0.93425,>,100,,,"0,0,0,0,0,0",-5.91923,-5.08111,-1.31451,-4.243,-0.634166,0.213815
735,14734023,9550551,CC1CC(CN(C1)C(=O)C2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)NCCO)C,Inactive,41,,,>,100,>,100,,,"1,0,0,0,0,0",,41.0668,40.2215,16.7334,6.27852,7.70222,>,100,,,"1,0,0,0,0,0",,50.3717,29.3724,17.4564,13.5192,5.12715
736,14734455,2229898,CCCCCNC(=O)C1=CC=CC=C1SC,Inactive,41,,,=,74.6,=,79.039,1.36,3.062,"0,0,0,0,0,0",74.8319,27.8322,-6.10657,-28.7949,-11.7466,-19.3094,=,70.17,15.3,3.434,"0,0,0,0,0,0",67.4082,19.3932,3.546,1.75901,2.3874,-0.420723
737,14735285,5322831,CC(C)CN1C=C(C2=C(C1=O)N(C3=CC=CC=C32)C)C(=O)NCCCOC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.0627,2.56413,18.2189,-0.126167,7.49603,-0.89202,>,100,,,"0,0,0,0,0,0",15.8038,10.5976,7.16822,6.81325,6.82902,11.2829
738,14737093,5061377,COC(=O)C1=C2CCCC2=NC3=CC=CC=C31,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",29.6704,10.5211,21.3491,19.1507,2.14193,-6.8421,>,100,,,"0,0,0,0,0,0",13.3565,12.5893,6.52829,4.5661,-2.39914,3.76348
739,14734763,2944829,CCN1C(=O)C2=C(N=N1)SC3=C2CCC(C3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",20.1895,23.2156,1.68046,11.6631,11.339,-0.234169,>,100,,,"0,0,0,0,0,0",25.376,15.3532,-0.121436,15.4922,7.78842,8.29917
740,14739341,1980018,CN(C)C1=CC=C(C=C1)N/C=C/C(=O)C2=CC=CO2,Inactive,41,,,=,76.5,=,81.6,8.09,1.647,"0,0,0,0,0,0",68.5075,28.9583,13.2815,12.1466,2.33376,10.8382,=,71.364,8.88,1.809,"0,0,0,0,0,0",60.5126,27.8274,10.7244,8.94525,7.11703,6.2363
741,14732233,7341067,COC1=CC=C(C=C1)N2C(=C/C(=C\C3=CC=C(C=C3)[N+](=O)[O-])/C2=O)C4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",38.8282,7.77095,3.77183,19.9617,10.8304,17.7319,>,100,,,"0,1,1,1,0,0",25.1966,,,,16.8992,6.38728
742,14727726,848533,CCOC(=O)C1=CC2=CC3=CC=CC=C3C=C2N1,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",8.45236,17.8517,17.2675,8.68506,3.60491,24.3772,>,100,,,"0,0,0,0,0,0",-5.43608,-1.96529,8.49737,11.5373,10.8037,14.4529
743,14726638,3149533,CCCNC(=O)C1=CC2=C(C=C1)SN=N2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-3.54304,2.45613,-11.4568,-5.53622,17.5522,5.71689,>,100,,,"0,0,0,0,0,0",5.69806,11.9997,6.26304,2.23515,1.11109,-0.348218
744,14718924,676107,C1=CC=C(C=C1)C2=NN=C(O2)C3=CC=C(O3)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",43.5225,35.9239,36.8282,27.4946,23.5131,20.3358,>,100,,,"0,0,0,0,0,0",42.4066,38.5345,34.9119,39.5728,9.19152,19.2992
745,14719057,1224613,CCN1C(=CC=N1)C(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,52,,,=,43.4,=,44.71,5.78,0.958,"0,0,0,0,0,0",75.035,45.7295,40.0658,22.1735,22.0305,9.77426,=,42.103,6.91,0.873,"0,0,0,0,0,0",67.9571,51.7416,35.0264,29.2825,13.7897,-1.12766
746,14727509,900806,CCOC1=C(C(=CC(=C1)C(=O)N)Br)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-2.93428,5.64915,4.42379,0.688779,-2.60046,-3.26812,>,100,,,"0,0,0,0,0,0",9.18167,0.302555,-2.19208,1.04207,-0.39752,-5.77133
747,14725228,3145807,C1CCCC(CCC1)NC(=O)CSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-6.9992,1.39572,-8.27562,10.7676,-6.49844,12.6263,>,100,,,"0,0,0,0,0,0",-8.2561,-2.04417,5.63396,-8.59135,-2.13291,3.97745
748,14725253,2902088,C1CCCN(CC1)CCC(=O)NC2=CC=CC=C2F.Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-9.0611,-4.2107,-6.91083,4.18028,8.17056,-13.774,>,100,,,"0,0,0,0,0,0",-11.8945,-13.4623,-2.92173,3.10285,-1.30466,-7.06301
749,14719191,980304,C1CN(CCN1C2=CC(=CC=C2)Cl)C(=O)CSC3=NN=C(N3C4=CC=CC=C4)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.82329,10.6537,9.55597,-8.30506,-7.12683,16.9406,>,100,,,"0,0,0,0,0,0",-16.095,-10.8395,9.52381,-1.78781,-8.22651,-4.85433
750,14719131,845667,CCOC1=CC=C(C=C1)C2=NC(=NO2)C3=CN=CC=C3,Active,52,,,=,22.6,=,24.614,11,0.704,"0,0,0,0,0,0",71.0593,70.8,58.6986,35.2156,30.5063,16.7247,=,20.656,2.81,0.778,"0,0,0,0,0,0",51.3882,73.8532,69.5516,31.9984,21.5671,14.9454
751,87346160,5152963,C1=CC=C(C=C1)CN2C(=C(C3=C2N=CN(C3=N)CCCO)C4=CC=CC=C4)C5=CC=CC=C5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.92743,-0.744737,-8.86473,13.3558,6.50631,-4.40708,>,100,,,"0,0,0,0,0,0",7.29343,-5.23888,-0.48626,-9.92247,-12.2791,1.94921
752,14743699,2544321,CC(C)CCNC(=O)NC(=O)COC1=C(C(=CC(=C1F)F)F)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",15.9479,9.89176,15.0191,-4.43653,-15.0406,-6.21371,>,100,,,"0,0,0,0,0,0",2.33376,5.95935,-0.821511,2.31404,6.05993,1.93935
753,87345366,4269692,CC1=CC=C(C=C1)NC2=NC3=CC=CC=C3N4C2=NC5=C(C4C6=CC(=C(C=C6)O)O)C(=NN5C7=CC=CC=C7)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.93879,1.01279,-15.0603,0.227305,9.3704,9.02478,>,100,,,"0,0,0,0,0,0",4.7357,-3.88803,-13.6003,3.50712,3.32964,2.01823
754,14745953,4993768,CC1=C(C(NC(=S)N1)C2=CN(N=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C(=O)C5=CC=CC=C5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",50.5016,34.6975,14.8757,0.845875,20.9171,3.46745,>,100,,,"1,0,0,0,0,0",,12.7146,14.8996,8.84149,1.92949,7.99647
755,14723667,856373,C1=CSC(=C1)C2=NC=C(O2)C3=CC=C(C=C3)F,Active,50,,,=,24,=,24.297,5.48,1.476,"0,0,0,0,0,0",96.1585,91.2175,38.5128,24.6927,19.8366,11.8064,=,23.682,4.33,1.762,"0,0,0,0,0,0",95.6573,85.8819,31.2698,31.4711,22.5323,7.91921
756,14732005,5739233,CCN(CC)CCN1C(/C(=C(/C2=C(N(N=C2)C3=CC=CC=C3)C)\O)/C(=O)C1=O)C4=CC=C(O4)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.25976,10.5398,2.34813,-5.05511,0.462954,2.67214,>,100,,,"0,0,0,0,0,0",15.6253,5.349,2.92537,1.68299,-2.59634,-7.2405
757,17409904,1477577,C1=CC(=CC(=C1)OCC2=C(C=CC=C2Cl)F)C3=NN(C=C3)S(=O)(=O)C4=CC=C(C=C4)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.6832,12.8904,-2.94411,13.505,2.66232,-0.0279789,>,100,,,"0,0,0,0,0,0",18.3309,11.6083,7.09426,1.3576,-0.920106,6.3084
758,17414346,2926833,CCOC(=O)C(C1=CC=CC=C1)OC2=C(C3=C(C=C2)C(=CC(=O)O3)C4=CC=C(C=C4)OC)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.185075,-3.19939,8.53581,-8.39344,-0.0770731,4.92453,>,100,,,"0,0,0,0,0,0",-7.47714,-13.0087,-0.338354,10.4359,7.06862,-3.84858
759,17411507,3833793,CC1=NC2=CC=CC=C2C=C1OCC3=CC(=CC=C3)OC,Inactive,41,,,=,80.1,=,80.146,15.8,1.509,"0,1,0,0,0,0",42.0378,,7.31611,4.433,3.79307,2.86621,>,100,,,"0,0,0,0,0,0",50.8118,46.6566,9.15439,-2.97356,-0.106522,-0.970563
760,14726209,718799,COC(=O)C1=C(SC2=C1CCC2)NC(=O)C3=CC=CO3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.1962,20.1493,-0.921469,14.2591,-0.00834311,5.51463,>,100,,,"0,0,0,0,0,0",15.3344,7.04594,7.90182,-1.38353,17.4564,0.539201
761,17403515,5285183,C1=CSC(=C1)/C=C/C(=O)C2=CC=C(C=C2)Br,Inactive,41,,,=,73.8,=,97.949,84.8,0.422,"0,0,0,0,0,0",47.9184,59.5771,42.2409,45.1951,18.9995,21.6538,=,49.687,24.4,0.439,"0,0,0,0,0,0",39.9642,47.0287,40.0977,45.7425,19.6279,5.98297
762,16952579,3789195,COC1=C(C=C2C(N(CCC2=C1)C(=O)CCl)C3=CC=CC=C3)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-1.71678,-8.15779,-12.3896,5.88185,5.42135,-4.23034,>,100,,,"0,0,0,0,0,0",-2.23152,6.25121,-0.0228315,10.3728,8.79515,-3.95705
763,17402711,9631497,C1=CC(=CC=C1CO/N=C/C2=CC=C(C=C2)OCCCF)Cl,Inactive,41,,,>,100,>,100,,,"1,0,0,0,0,0",,55.8537,-11.0936,7.9575,-2.60046,2.92743,>,100,,,"1,0,0,0,0,0",,21.0869,5.88835,16.5305,-5.17971,-0.565145
764,17411953,3379732,C1=CC(=CC=C1OCC2=CN=C(S2)Cl)Cl,Active,55,,,=,13.2,=,12.091,2.31,1.006,"0,0,0,0,0,0",97.083,71.6548,64.9614,54.2336,42.5151,10.9316,=,14.234,3.48,0.977,"0,0,0,0,0,0",98.7527,61.8332,66.5365,47.6424,38.8855,10.3649
765,17403332,3192707,COC1=CC=C(C=C1)C(C(=O)NC2CCCC2)N(C3=CC=C(C=C3)F)C(=O)C4=C(C(=NS4)C5=CC=C(C=C5)F)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.58531,18.0245,-10.8383,-5.93879,11.1279,3.15326,>,100,,,"0,0,0,0,0,0",12.2738,5.19124,5.25237,5.75426,-14.0933,100.346
766,17403353,2829645,CC1=NON=C1OC(C)CNC2=CC=C(C=C2)[N+](=O)[O-],Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",26.0601,13.9419,18.5498,10.8834,7.15433,-0.410901,>,100,,,"0,0,0,0,0,0",12.3941,20.9508,11.2296,12.1052,2.19572,11.8272
767,17401475,4077726,CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N(CC3=C(N(N=C3C)C)C)C(=S)NC4=CC=C(C=C4)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",14.0441,2.26958,-1.31421,17.8998,5.55783,-0.911655,>,100,,,"0,0,0,0,0,0",22.3007,12.1999,8.85923,4.35411,14.1837,3.30005
768,16952994,4014138,CCCCNC(=O)COC(=O)C1=C(C=CC(=C1)S(=O)(=O)N2CCCCCC2)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.15677,5.98789,-0.626913,-0.135981,-3.67069,18.4202,>,100,,,"0,1,0,0,0,0",9.45874,,7.88406,3.01411,5.1518,2.39292
769,17412793,5731334,C1=CC(=CC(=C1)F)N/C=C\C(=O)C2=CC=CS2,Active,51,,,=,28.1,=,30.391,8.65,0.529,"1,0,0,0,0,0",,56.697,57.8664,33.8982,25.9509,15.4705,=,25.839,4.93,0.747,"1,0,0,0,0,0",,62.2397,41.7895,33.483,34.8438,24.2858
770,17407121,11958432,CCCN1C(=C2C=CC(=CC2=N1)C(=O)NCC3=CC=C(C=C3)OC(F)(F)F)OCC,Active,52,,,=,16.4,=,17.473,4.02,1.238,"1,0,0,0,0,0",,80.0045,77.4073,39.4485,16.8253,5.21293,=,15.256,1.58,1.728,"0,0,1,0,0,0",83.2142,81.549,,46.4956,8.99926,17.9362
771,17432531,2827046,C1=CC=C(C(=C1)C(C2=C(C=C(C=C2)N(CCO)CCO)Cl)C3=C(C=C(C=C3)N(CCO)CCO)Cl)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",8.84903,11.664,6.42286,4.78707,-8.49162,-6.4199,>,100,,,"0,0,0,0,0,0",-4.32188,13.8564,0.982911,-2.16249,-8.76883,-4.80502
772,17433975,2169875,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)/C=C/C2=CC=CS2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",26.66,45.173,28.1789,29.4603,14.9837,7.00117,>,100,,,"0,0,0,0,0,0",38.8993,46.0844,34.9178,18.6544,7.95801,6.15656
773,22408822,4039991,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC5=CC=CC=C54,Inactive,41,,,>,100,>,100,,,"1,1,0,0,0,0",,,11.7612,2.08302,6.82149,12.0057,>,100,,,"1,0,0,0,0,0",,37.4144,8.7774,7.68489,2.17599,1.37732
774,17514093,950916,C1COCCN1CC2=CC=C(C=C2)NC(=O)/C=C/C3=CC=CC=C3,Active,56,,,=,11.4,=,12.033,1.01,1.116,"0,0,0,0,0,0",89.0591,79.5233,75.2371,56.7847,30.4915,23.4652,=,10.775,1.03,1.048,"0,0,0,0,0,0",88.1009,81.7748,72.7633,53.2508,26.7012,21.0958
775,17513857,1855731,C1COCCN1CC2=CC=C(C=C2)NC(=O)/C=C/C3=C(C=C(C=C3)Cl)Cl,Active,52,,,=,27,=,28.54,2.35,1.334,"0,0,0,0,0,0",82.7013,75.0882,47.8701,30.8997,6.48983,8.4806,=,25.423,2.14,1.371,"0,0,0,0,0,0",81.9457,70.3901,46.4141,22.2662,8.69881,12.4377
776,17432198,1260033,C1=CC=C(C=C1)NC(=S)NC2=NC3=CC=CC=C3N2CCOC4=CC=C(C=C4)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",14.8973,8.37185,10.094,20.6039,0.767332,-2.97356,>,100,,,"0,0,0,0,0,0",5.95738,11.2267,7.62671,6.35573,-5.15999,-4.58811
777,17510661,12005298,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(=CC2)C3=C(N(C4=CC=CC=C43)C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",11.9458,6.2854,3.27108,6.37572,2.44631,7.42042,>,100,,,"0,0,0,0,0,0",11.7828,10.3294,11.9869,10.9959,3.42824,12.7126
778,17508855,5763302,C1=CC=C2C(=C1)C=CC(=N2)/C=C/C3=CC=CC=C3F,Active,54,,,=,19.2,=,20.169,4.41,1.193,"1,0,0,0,0,0",,77.2131,60.4212,40.1013,15.9024,14.022,=,18.231,1.34,1.249,"0,0,0,0,0,0",96.1404,78.6279,52.315,23.0359,26.0296,24.1729
779,17513792,3437278,CC1=CC=C(C=C1)C2=NN(C(C2)C3=CC4=C(C=C3)OCO4)S(=O)(=O)C,Inactive,41,,,>,100,>,100,,,"1,1,1,1,0,0",,,,,26.8564,12.4063,>,100,,,"1,1,1,0,0,0",,,,51.7649,25.2094,30.2283
780,22403367,885474,C1CN(C2=CC=CC=C21)C(=O)/C=C/C3=CC=CS3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",20.0756,15.2105,12.1756,-6.82245,6.47292,1.77865,>,100,,,"0,0,0,0,0,0",27.0602,38.6292,13.5902,9.12349,8.15719,-3.92747
781,22416104,882371,CC(C)C1=NC(=CS1)C2=CC=C(C=C2)[N+](=O)[O-],Active,53,,,=,13.4,=,13.342,1.03,0.784,"0,0,0,0,0,0",78.0467,76.7241,63.7046,48.7087,35.7216,22.6628,=,13.427,3.22,0.638,"0,0,0,0,0,0",82.1856,74.1633,45.8872,52.7095,42.7399,26.7604
782,22403438,2381428,CC\1(C2=CC=CC=C2N(/C1=C/C(=O)CSC3=NN=C(S3)NC4=CC=C(C=C4)OC)C)C,Inactive,41,,,>,100,>,100,,,"1,1,1,0,0,0",,,,8.20493,2.86851,3.19253,>,100,,,"1,1,0,0,0,0",,,28.906,15.7998,20.0299,14.8493
783,22415730,692344,C1=COC(=C1)C2=NN=C(O2)SCC3=CC=C(C=C3)Br,Active,44,,,=,8.76,=,9.117,0.734,3.49,"0,0,0,0,0,0",94.1825,91.4394,91.4088,83.2318,23.5214,8.70837,=,8.401,0.661,3.516,"0,0,0,0,0,0",94.4664,91.2959,91.6484,77.9446,17.9381,9.55008
784,22403896,2913192,C1=CC2=NC=CN=C2C(=C1)NC3=CC=C(C=C3)F,Active,52,,,=,34.1,=,35.117,3.99,1.313,"0,0,0,0,0,0",63.6543,76.8798,42.0743,22.771,1.20969,13.1701,=,33.072,8.14,1.173,"0,0,0,0,0,0",76.9892,67.1362,35.7314,15.6936,18.0118,2.04375
785,22416369,888031,CCOC(=O)NC1=NC(=CS1)C2=C(C=C(C=C2)Cl)Cl,Active,51,,,=,21.4,=,25.721,12.3,0.516,"0,0,0,0,0,0",75.4866,65.6283,59.4933,51.684,33.986,12.1387,=,17.168,2.98,0.756,"0,0,0,0,0,0",49.7563,64.0601,65.2511,46.8363,27.4337,15.6023
786,22412120,822962,CC1=C(C=CC(=N1)C2=CC=C(C=C2)Cl)C(=O)OC,Inactive,41,,,=,82.5,=,82.469,61.8,0.434,"0,0,0,0,0,0",47.313,37.4883,-4.75572,18.889,11.0788,19.6907,>,100,,,"0,0,0,0,0,0",45.7052,40.1567,49.0248,44.5868,14.8217,11.7033
787,22403963,883462,CCN(CC)C(=O)OC1=CC=C(C2=CC=CC=C21)Br,Inactive,41,,,>,100,>,100,,,"1,1,1,0,0,0",,,,12.4397,-6.01733,6.06251,>,100,,,"1,1,1,0,1,0",,,,9.81864,,8.93023
788,22414577,425122,C1=CC=C2C(=C1)C3=C(S2)C=C(C=C3)N,Active,46,,,=,29,=,26.475,4.87,1.772,"0,0,0,0,0,0",93.4158,86.1166,30.6002,32.9468,6.84701,7.48915,=,31.604,1.84,3.345,"0,0,0,0,0,0",94.3659,85.5164,27.9594,12.1131,1.79144,-2.62592
789,87338476,1287825,C1OC2=C(O1)C=C(C=C2)CNC(=O)CSC3=NC=NC4=C3C(=CS4)C5=CC=C(C=C5)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.381451,-9.51276,16.5969,-8.43271,-23.6614,0.551319,>,100,,,"0,0,0,0,0,0",9.97738,-2.12306,-12.3185,-2.14278,-4.09509,4.38467
790,24811955,1522483,CCN1CCN(CC1)C2=NC=NC3=C2C(=CN3C4=CC=C(C=C4)F)C5=CC=CC=C5,Active,55,,,=,12.6,=,14.367,3.25,0.841,"0,0,1,0,0,0",88.0583,82.8955,,50.8075,40.7609,21.7781,=,10.802,0.797,0.952,"0,0,0,0,0,0",68.7593,80.4994,67.5732,48.0007,35.051,14.0529
791,24781840,16187665,C1CCC(C1)C2CC/C(=C\C3=CC=CS3)/C2=O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",22.0953,15.669,13.8712,21.7477,5.47339,-11.7023,>,100,,,"0,0,0,0,0,0",31.3099,45.2562,35.0026,21.7929,4.55821,-2.76397
792,24786960,786894,COC1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=CC=N3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.8059,18.7776,5.53231,12.7323,2.73105,1.61173,>,100,,,"0,0,0,0,0,0",7.6277,12.616,15.2358,13.4916,-3.56264,4.15
793,24828582,2308454,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)SC(F)F)F,Active,50,,,=,23.1,=,25.944,8.68,0.547,"0,0,0,0,0,0",57.5144,70.3208,57.3359,51.968,24.816,25.2577,=,20.289,6.99,0.537,"0,0,1,0,0,0",59.4061,69.1147,,41.3722,24.5775,26.7582
794,24828829,4780308,C1CCN(C1)C2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",16.7,10.9541,25.0488,18.1365,8.19904,4.50036,>,100,,,"0,0,0,0,0,0",16.212,18.8841,27.1105,11.9928,4.75345,9.07222
795,24819910,3567993,C#CCSC1=NC=C(C=N1)C2=CC=CC=C2,Active,48,,,=,15.3,=,15.824,2.39,1.75,"0,0,0,0,0,0",92.0478,93.229,77.4537,39.5688,13.0429,8.2341,=,14.794,0.864,2.096,"0,0,0,0,0,0",97.0271,93.3824,71.3848,32.0455,15.7309,22.492
796,24819907,5162256,C=CCSC1=NC=C(C=N1)C2=CC=CC=C2,Active,53,,,=,11.4,=,12.724,1.13,1.649,"0,0,0,0,0,0",97.317,85.5716,81.6305,48.5465,43.6263,14.7961,=,9.998,1.3,1.271,"0,0,0,0,0,0",90.1413,86.0302,75.9268,54.9464,20.218,4.97068
797,24827147,2319736,CC(=O)C1=CC=C(C=C1)N2C(=CN=N2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.06003,-2.78701,-1.70696,-12.4387,0.885156,-3.9947,>,100,,,"0,0,0,0,0,0",-16.1048,-6.99399,-3.34572,-5.93895,-5.05154,-10.7409
798,24827873,2483623,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)NC(=S)NC4CC(NC(C4)(C)C)(C)C,Active,52,,,=,35.1,=,30.979,8.26,0.811,"0,0,0,0,0,0",67.0989,52.0961,59.3962,38.9382,16.5252,3.16307,=,39.135,9.68,1.072,"0,0,0,0,0,0",65.1797,54.9458,50.1153,28.9307,1.4069,-6.77707
799,24822070,5903888,C/C(=N/OCC1=CC=C(C=C1)Br)/C2=CC=CC=N2,Active,46,,,=,34.5,=,27.462,3.2,1.807,"0,0,0,0,0,0",90.0185,70.3548,50.1972,22.0079,0.590591,-10.475,=,41.486,7.08,4.02,"0,0,0,0,0,0",92.242,70.0763,6.46617,22.9021,22.3588,-0.298916
800,24828269,76075,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CSC(=N3)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",24.8033,39.0943,37.2189,29.8324,18.7275,11.9291,>,100,,,"0,0,0,0,0,0",29.2087,34.27,56.7897,25.6216,-0.160874,4.83332
801,24833935,5750335,C1C(N(N=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C3=CC=CC=C3)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"1,0,0,0,0,0",,21.6496,27.5702,16.8375,26.0669,36.4884,>,100,,,"0,1,0,0,0,0",14.5367,,15.1047,6.96312,16.6005,23.0609
802,24833410,1581987,CCOC(=O)C1=C(OC2=C1C(=C(C3=CC=CC=C32)O)C=NCCC(=O)O)C,Inactive,41,,,>,100,>,100,,,"0,0,1,0,0,0",12.9345,2.23031,,-9.14947,5.13171,13.6926,>,100,,,"0,0,1,0,0,0",16.8194,-0.801782,,11.2523,-4.60783,-0.693323
803,24816797,3334665,CC1=CC(=CC=C1)CC(=O)NCCN2C(=CC3=CC=CC=C32)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-7.64722,-6.88137,-13.3518,1.81792,4.5092,-0.636736,>,100,,,"0,0,0,0,0,0",-7.98987,-0.200312,1.14067,-4.40076,-10.238,-8.07862
