PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Qualifier,IC50,Std.Err(IC50),nH,Excluded_Points_first_point,% Activity at 20 uM_first_point,% Activity at 10 uM_first_point,% Activity at 5 uM_first_point,% Activity at 2.5 uM_first_point,% Activity at 1.25 uM_first_point,% Activity at 0.625 uM_first_point,% Activity at 0.3125 uM_first_point,% Activity at 0.15625 uM_first_point,% Activity at 0.078125 uM_first_point,% Activity at 0.0390625 uM_first_point,Excluded_Points_second_point,% Activity at 20 uM_second_point,% Activity at 10 uM_second_point,% Activity at 5 uM_second_point,% Activity at 2.5 uM_second_point,% Activity at 1.25 uM_second_point,% Activity at 0.625 uM_second_point,% Activity at 0.3125 uM_second_point,% Activity at 0.15625 uM_second_point,% Activity at 0.078125 uM_second_point,% Activity at 0.0390625 uM_second_point,Excluded_Points_third_point,% Activity at 20 uM_third_point,% Activity at 10 uM_third_point,% Activity at 5 uM_third_point,% Activity at 2.5 uM_third_point,% Activity at 1.25 uM_third_point,% Activity at 0.625 uM_third_point,% Activity at 0.3125 uM_third_point,% Activity at 0.15625 uM_third_point,% Activity at 0.078125 uM_third_point,% Activity at 0.0390625 uM_third_point
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"This qualifier is to be used with the next TID, IC50_1_Range1. If qualifier is =, the IC50 result equals the value in that column. If the qualifier is >, the IC50 result is greater than that value. If the qualifier is <, the IC50 result is smaller than that value",IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,MICROMOLAR,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,57264505,25163023,CC[C@H](C)[C@@H](C(=O)NCCCCCCCCCCC(=O)N1CCN(CC1)C2=NC(=NC(=N2)N3CCN(CC3)C(=O)CCCCCCCCCCNC(=O)[C@H](CO)N4C=C(N=N4)CCCSC)NCCOCCOCCOCC#C)N5C=C(N=N5)CCCCN=C(N)N,Active,44,,,=,5.989,0.566,8.671,"0,0,0,0,0,0,0,0,0,0",101.764,99.1962,19.4612,7.23142,9.8935,7.54711,5.93529,3.37034,2.99091,7.16464,"0,0,0,0,0,0,0,0,0,0",103.063,99.7305,16.8538,12.9623,7.93564,6.36935,2.67218,2.81789,2.86645,4.30525,"0,0,0,0,0,0,0,0,0,0",102.887,98.9564,15.327,11.1896,8.98894,3.60407,6.60005,2.63576,4.59666,9.71441
943,56436776,24978563,CC[C@H](C)CC1=CN(N=N1)[C@@H](CCCN=C(N)N)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C3=NC(=NC(=N3)N4CCN(CC4)C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)N5C=C(N=N5)CCCC(=O)O)NCCOCCOCCOCC#C,Active,44,,,=,6.842,0.265,5.579,"0,0,0,0,0,0,0,0,0,0",103.491,89.3098,14.8898,9.87833,8.60648,7.04019,3.20642,1.84655,0.152768,1.19696,"0,0,0,0,0,0,0,0,0,0",103.585,90.8032,13.275,10.5795,6.98555,7.4348,4.29918,4.08974,1.32748,2.81485,"0,0,0,0,0,0,0,0,0,0",102.487,88.469,14.4406,15.2936,9.75691,6.60005,7.89011,2.40203,-1.73528,-0.144705
944,57264316,25163002,CC1=CN(N=N1)[C@H]([C@H](C)O)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C3=NC(=NC(=N3)N4CCN(CC4)C(=O)CCCCCCCCCCNC(=O)[C@H](CCCCN)N5C=C(N=N5)CCCC(=O)O)NCCOCCOCCOCC#C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",13.791,9.65977,6.58487,4.06545,2.55077,1.23946,2.14402,2.34436,2.38078,5.75619,"0,0,0,0,0,0,0,0,0,0",10.5795,8.83413,6.5272,8.40917,4.43578,-1.60172,1.43069,0.878239,1.13929,6.38757,"0,0,0,0,0,0,0,0,0,0",14.7199,11.1532,6.89449,3.45533,5.11572,6.44221,1.94368,4.41149,-1.07962,1.67049
945,74373508,42601023,CCN1C(=C([C@@H](N=C1N(C)CCC2=CNC3=CC=CC=C32)C4=CC(=CC=C4)C(F)(F)F)C(=O)OC)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",12.337,10.6706,7.27999,4.31133,7.46818,4.82735,-2.59127,4.2233,1.38212,1.46711,"0,0,0,0,0,0,0,0,0,0",11.0166,12.6375,4.78182,5.7653,2.56898,1.89511,0.180087,-0.162918,0.334895,0.583801,"0,0,0,0,0,0,0,0,0,0",11.7391,11.8908,3.62228,6.78825,-1.4287,1.08465,2.52952,-1.30424,0.149733,6.46042
946,56422461,91499,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(CS(=O)(=O)O)S(=O)(=O)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",42.6842,16.8481,7.77636,9.6691,4.52863,0.0444,0.457567,5.23043,1.59382,2.02827,"0,0,0,0,0,0,0,0,0,0",38.1301,17.8507,7.60926,4.03645,4.15798,2.92755,1.23228,1.38723,2.20448,0.940626,"0,0,0,0,0,0,0,0,0,0",41.9915,20.1809,9.93341,2.3655,5.95046,3.32857,1.92193,5.15751,3.62935,-2.47724
947,7973915,3103803,CN1CCN(CC1)CC(=O)N2CCN3C4=C(C=C(C=C4)C5CCCCC5)C6=C3C2CCC6,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.5067,18.0695,11.8596,2.06169,2.52955,-1.92127,-2.11267,-2.49243,-2.26154,0.0626,"0,0,0,0,0,0,0,0,0,0",31.8199,18.6953,8.43563,1.78826,-1.44125,-4.55834,-3.54058,-2.16128,-0.00422,0.0748,"0,0,0,0,0,0,0,0,0,0",29.7236,19.2422,7.87054,7.67003,-0.791094,-0.292845,-0.201702,-2.0033,-0.301959,-0.241197
948,7970508,5238376,CC(=O)N1CCC2=C(C1)SC(=C2C(=O)OC)NC(=O)C3=NC4=CC=CC=C4S3,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",13.6824,13.014,6.91354,0.129452,-2.12786,-0.0316,0.858597,-0.365759,-1.00984,2.09814,"0,0,0,0,0,0,0,0,0,0",18.0998,8.25334,8.41436,-4.6586,0.339081,2.14979,-0.633112,-2.63219,4.62888,1.80041,"0,0,0,0,0,0,0,0,0,0",0.278319,1.95839,7.19912,0.159833,-3.42817,2.33815,1.15937,-3.35829,4.36457,5.54031
949,14742764,4889526,CN1C2=CC=CC=C2N=C1C3=C(N(C4=NC5=CC=CC=C5N=C34)CCCOC)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",11.5588,12.0449,8.89438,3.82986,1.92497,2.19232,-4.19985,-1.41087,-1.26808,-2.33445,"0,0,0,0,0,0,0,0,0,0",10.7385,12.5097,7.75813,1.21102,-1.21947,1.89459,-3.48285,-5.29356,-1.90912,-5.47889,"0,0,0,0,0,0,0,0,0,0",12.3153,10.2798,5.39145,5.02384,2.14371,2.59639,-2.56231,-5.51231,-5.25407,-1.50809
950,14734282,9550593,CCOC1=CC=C(C=C1)NC(=O)CCCOC2=CC(=O)N(C3=CC=CC=C32)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",21.6939,12.9685,6.73125,5.914,1.95839,2.1346,-0.162206,-1.31669,1.31127,4.2157,"0,0,0,0,0,0,0,0,0,0",27.4238,16.0643,7.24469,3.20705,-4.02364,3.34984,-7.3139,2.28954,-0.28373,1.66066,"0,0,0,0,0,0,0,0,0,0",23.6565,9.54757,3.07641,1.10468,2.31385,0.114261,-2.90561,-6.63944,0.445414,1.55432
951,17412046,2982322,COC1=C(C=CC(=C1)CNCCC2=CNC3=CC=CC=C32)OCC4=CC=CC=C4F.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",16.3742,10.4165,6.27857,7.59103,4.38887,1.01962,4.16405,2.91843,3.11895,0.360348,"0,0,0,0,0,0,0,0,0,0",19.069,12.1938,5.13321,3.24655,3.07641,4.96611,1.99181,4.60154,-1.44125,2.7726,"0,0,0,0,0,0,0,0,0,0",17.3464,11.5041,8.00118,7.74294,4.00607,-1.07971,0.448453,-4.12997,0.90113,2.08903
952,16953256,2091344,CN(CC1=CC=CC=C1)C(=O)COC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(S4)Cl,Active,55,,,=,11.818,0.5,0.937,"0,0,0,0,0,0,0,0,0,0",59.2753,47.773,31.4462,18.6254,12.6616,4.12456,-0.806284,-2.65649,3.8329,2.61158,"0,0,0,0,0,0,0,0,0,0",59.9771,51.5099,29.2557,19.306,7.00772,5.65576,0.293509,0.740111,3.69315,4.23089,"0,0,0,0,0,0,0,0,0,0",59.2206,48.5477,33.5213,14.8491,11.6439,7.59711,6.74644,2.25916,-0.0741,2.53867
953,17515837,12006173,CC1=CC2=C(C=C1)N=C(S2)N(CCCN(C)C)C(=O)C3=C(C4=CC=CC=C4S3)Cl.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",13.3877,11.6621,3.69315,2.1103,-5.43939,0.913283,1.53609,2.52652,-0.885275,-0.0255,"0,0,0,0,0,0,0,0,0,0",14.2658,7.91611,9.40782,7.45432,0.931511,-0.292845,0.530482,0.257052,1.0743,-0.180435,"0,0,0,0,0,0,0,0,0,0",12.9958,15.645,7.06241,11.8505,-0.827551,2.40499,3.50479,1.83687,1.27785,4.92966
954,17513445,7010816,C1=CC=C(C=C1)COC2=CC=CC(=C2)C3=NN(C=C3/C=C(/C#N)\C(=O)NCCCN4C=CN=C4)C5=CC=CC=C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",3.68403,3.18275,2.12549,4.08506,1.14418,3.00654,5.59196,0.254014,-0.57235,3.41364,"0,0,0,0,0,0,0,0,0,0",2.47183,6.23908,-0.666532,2.70273,1.29305,4.71395,0.746187,0.78872,-0.681722,7.76117,"0,0,0,0,0,0,0,0,0,0",0.199328,5.09675,-0.839704,4.02734,1.52394,3.75695,-2.15824,3.32857,1.63331,0.952778
955,22404754,851061,CN1C2=C(C(=C(C(=N2)N)C#N)C3=CC=CC=C3)C(=N1)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",18.5525,11.1456,3.1554,-1.38352,3.04299,2.85159,-2.07014,-3.85046,1.5209,2.39284,"0,0,0,0,0,0,0,0,0,0",14.8521,10.1491,6.76467,-0.292845,-1.93038,1.30824,0.0322,0.892016,5.03295,2.08903,"0,0,0,0,0,0,0,0,0,0",20.4361,12.5553,7.56673,0.3725,-1.32884,3.55643,-1.42302,-1.7086,3.27997,4.32507
956,24782916,4300933,COC1=CC=CC=C1CNC(=O)C2=CC3=C(C=C2)C(=O)N(C(=S)N3)CCCN4CCCC4=O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",43.2493,33.0686,20.8341,13.2905,4.3828,6.16616,3.0278,6.82543,0.61251,-1.56277,"0,0,0,0,0,0,0,0,0,0",45.5856,34.7,19.312,13.9467,4.73522,4.33419,-0.21993,0.734034,2.06169,2.59943,"0,0,0,0,0,0,0,0,0,0",44.3764,30.6685,19.6158,10.4195,3.40757,0.706692,5.83197,2.21967,0.0778,-0.0741
957,24811305,16193300,CCCCCC1=CC(=C(C=C1)OCCCC[N+]2=CC=CC=C2)CCCCC.[Cl-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",20.2812,18.1819,9.92734,6.94392,5.7864,0.794797,5.68311,3.01261,2.23486,2.20751,"0,0,0,0,0,0,0,0,0,0",18.1424,11.5861,11.179,9.05236,8.55108,4.37064,6.76771,0.399843,3.03084,2.12245,"0,0,0,0,0,0,0,0,0,0",20.2447,14.6577,12.0206,9.08274,3.86936,1.24444,2.7726,5.1484,-1.38049,-0.250311
958,24785076,2974537,C1COCCN1C(=O)C(=O)C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",3.71441,4.39495,-1.01591,0.609472,-4.07832,1.01354,-2.29495,-0.891351,-4.29099,0.913283,"0,0,0,0,0,0,0,0,0,0",13.8921,7.97991,0.934549,0.846444,-1.90608,-1.35618,-2.50762,-6.19892,-1.38049,-3.68337,"0,0,0,0,0,0,0,0,0,0",11.0545,3.93316,-0.201702,-0.39614,-0.73337,3.10072,-1.47771,-9.42842,-3.46159,0.645929
959,24793789,2956180,COCCCNC(=S)NNC(=O)C1=CC=CC=N1,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",22.9304,9.70859,-2.00026,-0.614884,-4.23934,-3.62565,1.97054,3.98481,3.17363,-3.9568,"0,0,0,0,0,0,0,0,0,0",24.2216,10.4438,0.181099,3.52909,-1.66911,-0.593617,-1.90912,-0.681722,3.67796,2.61462,"0,0,0,0,0,0,0,0,0,0",23.5866,9.35617,0.910245,0.776568,-0.961228,-3.9173,4.02126,-0.569312,1.85813,-2.21293
960,24806489,2884056,CC1=C(SC=[N+]1CC(=O)C2=CC=CC=C2)CCOC(=O)CC34CC5CC(C3)CC(C5)(C4)C.[Br-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",9.80885,12.2545,8.28068,1.0743,0.439338,-3.14866,-1.44125,-3.85958,1.08342,2.28954,"0,0,0,0,0,0,0,0,0,0",10.3344,12.5492,7.09279,7.22342,-0.393102,0.354271,-2.30407,0.0262,0.0353,5.99299,"0,0,0,0,0,0,0,0,0,0",9.4382,7.39356,10.5441,0.317814,-0.359683,2.58424,-4.63429,-2.22812,1.45103,1.08342
961,24824230,16195670,CN(CCCC[C@H](CNCC1=CC=C(C=C1)OC)N2C[C@@H](N(C(=O)C2=O)CCC3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4)CC5=CC=C(C=C5)OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",44.425,16.3529,16.9028,6.13578,5.55854,3.94227,4.18532,2.69057,3.73872,-0.183473,"0,0,0,0,0,0,0,0,0,0",48.1467,21.1623,12.774,5.09979,7.40267,0.102109,6.62188,-0.128787,-1.0068,3.39541,"0,0,0,0,0,0,0,0,0,0",48.9093,16.8846,14.7184,7.79459,2.8759,3.8086,1.28697,-5.49712,-0.578426,-1.63872
962,24824112,16195649,C[C@@H](CN1[C@@H](CN2C1=NC[C@@H]2CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CCC5CCCCC5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",9.51112,7.40267,5.26689,-0.554122,0.879863,3.87543,3.22224,1.35988,-1.63265,3.26478,"0,0,0,0,0,0,0,0,0,0",13.5457,9.04325,5.06941,3.5777,-2.07925,2.79691,2.95489,2.77564,-0.180435,-1.51416,"0,0,0,0,0,0,0,0,0,0",12.4642,9.39263,4.58939,5.03903,0.94974,3.35896,1.02873,3.56555,-0.00726,-1.12529
963,24833996,16196610,CC(C)CC(C1=CN(N=N1)C(CC2=CC=C(C=C2)O)C(=O)N3CCN(CC3)C4=NC(=NC(=N4)NCCOCCOCCOCC#C)N5CCN(CC5)C(=O)C(CC6=CC7=CC=CC=C7N6)N8C=C(N=N8)C(CC9=CC=C(C=C9)O)N)N.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",52.0476,18.7044,11.1973,7.96168,1.96447,-1.26504,3.65365,3.39845,0.445414,-0.21993,"0,0,0,0,0,0,0,0,0,0",51.0177,15.0101,11.5709,7.47255,4.40103,-1.10098,3.07034,1.82168,1.13203,0.54871,"0,0,0,0,0,0,0,0,0,0",51.1878,18.27,12.926,6.4882,3.33161,3.73264,-0.140939,1.04088,0.193252,0.093
964,26659846,16681981,CCCCCCCCOC(=O)C1=C(N(C2=CC(=C(C=C21)OC(=O)C)Br)C)CSC(=N)N.Br,Active,44,,,=,12.369,0.236,3.99,"0,0,0,0,0,0,0,0,0,0",87.6967,28.5357,6.88619,7.8675,0.743149,1.97358,2.56297,1.25659,-2.24027,-3.81704,"0,0,0,0,0,0,0,0,0,0",87.9793,29.3226,8.29588,5.78033,0.524405,0.746187,-0.0741,3.63542,-2.98157,-1.38049,"0,0,0,0,0,0,0,0,0,0",89.2948,28.5904,5.28511,4.12456,2.97312,0.454529,0.448453,3.52909,-3.35829,0.992273
965,26732583,5379210,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C4C(=C3O2)C5C=COC5O4)OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",28.6573,20.0837,9.81797,5.05118,0.667196,2.33208,-2.17343,-1.66911,3.49263,3.50479,"0,0,0,0,0,0,0,0,0,0",30.6958,16.994,7.64268,1.66673,2.22574,1.71838,3.86632,0.655044,0.78872,2.67842,"0,0,0,0,0,0,0,0,0,0",30.9541,18.4492,9.17389,2.47487,-0.681722,3.51694,2.85463,-1.21947,3.43491,4.33419
966,26731940,16746139,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=CC(=C3)OC)NC(=O)C4=CC(=NN4)C5=CC=C(C=C5)OC)C(F)(F)F,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",26.9377,13.5214,10.6717,6.65834,-0.511588,6.57935,-0.180435,-1.66607,4.51951,-0.894389,"0,0,0,0,0,0,0,0,0,0",24.0606,18.03,14.4997,8.45689,2.13156,3.01869,-0.0346,2.38373,1.46014,5.34284,"0,0,0,0,0,0,0,0,0,0",24.732,13.5913,11.6439,8.33841,3.04603,3.16756,3.68707,0.934549,6.63403,3.39237
967,49645913,24747369,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=CC(=C3)OC)C.[Cl-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",10.219,15.0344,9.66606,7.7156,2.5569,1.13203,-1.61138,-1.46555,-4.24846,-2.7689,"0,0,0,0,0,0,0,0,0,0",7.67306,10.6352,8.49639,9.49593,-1.25289,-0.150054,1.43887,2.69665,0.718844,4.12152,"0,0,0,0,0,0,0,0,0,0",10.2099,13.6065,9.27415,5.89274,3.56555,3.65973,1.52394,1.369,-2.96941,2.18321
968,49674234,16236314,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=CC=C3)C.[Cl-],Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",12.452,18.8107,16.2041,12.9351,2.80298,3.18275,0.633777,0.667196,3.39237,4.24912,"0,0,0,0,0,0,0,0,0,0",7.59711,16.8968,19.5217,10.8995,8.38398,5.22435,3.31946,3.81163,2.08295,1.32343,"0,0,0,0,0,0,0,0,0,0",11.492,17.5408,15.4506,12.9806,8.47512,4.74737,-0.469055,0.803911,-0.666532,1.17456
969,49678046,18567276,CN1C2=NC=CC(=C2C(=O)N(C1=O)CC3=CC=C(C=C3)Cl)OC,Active,52,,,=,11.679,0.277,1.604,"0,0,0,0,0,0,0,0,0,0",72.4546,44.7987,19.0022,8.01029,2.70576,2.69057,-0.0437,2.46575,0.0778,0.129452,"0,0,0,0,0,0,0,0,0,0",71.5067,41.1651,18.0208,10.4863,5.15448,2.49917,6.56112,-3.05144,-1.84835,1.26874,"0,0,0,0,0,0,0,0,0,0",69.5076,45.1511,17.7717,9.86961,5.85324,6.12971,0.99835,0.606434,0.399843,2.19232
970,49717789,20912362,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCC5CCN(CC5)CC6=CC(=CC=C6)Cl,Active,58,,,=,3.872,0.116,1.212,"0,0,0,0,0,0,0,1,0,0",87.5387,77.8472,59.2358,35.8849,19.5764,13.166,4.01519,,4.64711,5.82894,"0,0,0,0,0,0,0,0,0,0",86.3934,76.6168,57.741,35.9305,17.3008,8.80931,9.58099,-3.06663,3.29212,6.51858,"0,0,0,0,1,0,0,0,0,0",86.8734,77.3398,58.5613,35.0312,,11.2155,5.64057,2.03131,3.73264,0.691501
971,49677490,18567266,CN1C2=NC=CC(=C2C(=O)N(C1=O)CC3=CC(=CC=C3)F)OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",38.6587,13.1052,5.83197,-1.74506,-2.39825,5.14536,1.74269,-4.28795,2.14675,4.39191,"0,0,0,0,0,0,0,0,0,0",38.8622,21.2078,9.25895,1.90067,-5.18723,0.99835,3.35592,-4.03275,1.9827,3.12198,"0,0,0,0,0,0,0,0,0,0",36.8966,17.5347,8.15916,1.73357,-5.58218,1.42672,2.01915,-6.91591,3.51998,-0.857932
972,49721665,22512807,CC1CN(C2=C(O1)C=CC(=C2)Cl)C(=O)CCC(=O)NCCCN3CCC(CC3)CC4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",20.7491,13.5579,9.28326,4.00607,-5.91334,4.42229,-3.08182,-2.40433,-0.420445,3.10376,"0,0,0,0,0,0,0,0,0,0",21.5542,15.4567,5.41879,2.5174,-3.3431,-0.423483,2.07688,-1.61138,1.29912,-0.134863,"0,0,0,0,0,0,0,0,0,0",20.0807,18.7652,10.1613,3.86632,-0.864008,3.19186,-1.90912,-1.89393,2.70576,3.60504
973,49677005,2137838,CC1=CC(=C(C=C1)C)S(=O)(=O)C2=CNC(=S)NC2=O,Active,53,,,=,14.262,0.693,0.719,"0,0,0,0,0,0,0,0,0,0",54.0771,47.056,37.088,22.1041,13.5062,11.5071,3.73264,0.0808,3.8086,1.32647,"0,0,0,0,0,0,0,0,0,0",55.1708,43.5075,31.8989,18.1181,16.0977,10.5593,3.4896,1.21102,1.78218,3.76606,"0,0,0,0,0,0,0,0,0,0",55.4868,44.2913,30.5378,20.3997,13.9589,13.327,7.62445,1.83383,5.30334,3.44402
974,49724737,18567267,CN1C2=NC=CC(=C2C(=O)N(C1=O)CC3=CC=C(C=C3)F)OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",47.4935,21.703,13.1295,4.13063,0.658082,6.20566,-3.3431,-2.56231,0.475796,5.05422,"0,0,0,0,0,0,0,0,0,0",45.6281,22.6661,8.36271,0.342119,-0.150054,0.342119,-8.89979,0.393767,-1.06756,2.7088,"0,0,0,0,0,0,0,0,0,0",47.9735,15.4445,10.5107,-1.58708,-1.06149,1.73661,-1.23466,-2.64737,-0.216892,-2.4499
975,49717781,16021547,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCC(CC4)C(=O)NCCC5=CC=C(C=C5)S(=O)(=O)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.6009,15.7787,5.55854,-5.8465,-2.64737,0.819101,-0.967304,-1.79063,-2.31015,-1.63569,"0,0,0,0,0,0,0,0,0,0",28.5388,16.4775,7.41786,-4.45809,2.03738,0.980121,-0.405255,-3.62868,1.51787,0.986197,"0,0,0,0,0,0,0,0,0,0",28.8456,15.4688,6.76163,-2.48636,-0.0498,0.448453,-1.24985,-0.265502,2.54778,0.767454
976,49731435,5815741,COC1=CC=CC(=C1)/C=C/2\C(=O)NC3=C(S2)C=CC(=C3)C(=O)NCCN4CCCC4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",24.5163,11.0545,3.46225,3.92404,-1.88177,-1.41694,0.375538,1.90067,0.396805,-0.368797,"0,0,0,0,0,0,0,0,0,0",26.7189,11.097,9.20731,2.63893,-1.65695,5.25777,1.51787,-0.821475,1.14114,-0.131825,"0,0,0,0,0,0,0,0,0,0",28.3231,14.6941,5.71652,3.63239,-1.5172,2.48398,-0.0923,3.21617,2.12549,3.11287
977,49719386,20945640,CCOC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=C(N(C(=C2C(=O)N3CCCCCC3)C)C)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",24.173,11.7472,2.48702,0.0869,0.384653,1.74572,-4.93203,-5.22369,-3.46159,-1.54151,"0,0,0,0,0,0,0,0,0,0",19.4731,14.044,-3.14562,-0.581465,0.697577,0.35731,-4.60391,-3.42817,-0.918694,-6.54526,"0,0,0,0,0,0,0,0,0,0",18.7895,8.94603,5.04814,2.03434,-1.17086,-3.83527,-5.80397,-5.82827,-5.35129,2.10118
978,51090506,24892660,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)Br)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCC4.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",38.209,22.739,11.2975,4.32507,-0.341454,4.00607,3.20705,-1.94253,1.63939,6.32415,"0,0,0,0,0,0,0,0,0,0",42.5657,23.4925,13.9255,6.77986,3.4106,3.57466,-0.754637,-0.900466,-1.56885,5.91704,"0,0,0,0,0,0,0,0,0,0",39.7099,21.943,14.4815,7.35406,6.86493,2.48094,3.17667,-1.82101,-2.65649,0.266166
979,49827662,24819715,CCN(CC(=O)NCC1=CC=CS1)C(=O)C2=CC(=CC=C2)S(=O)(=O)NC3=CC=CC=C3OC,Active,47,,,=,17.146,0.459,2.082,"0,0,0,0,0,0,0,0,0,0",57.4919,22.9335,10.5988,6.19655,2.94881,0.630739,2.80602,0.235785,-1.28327,3.1554,"0,0,0,0,0,0,0,0,0,0",58.4337,23.0064,10.0519,7.99814,-4.21807,-1.54454,-0.383988,3.60808,2.05561,2.40195,"0,0,0,0,0,0,0,0,0,0",61.3624,19.5642,8.1865,2.24701,-1.03718,1.1381,0.952778,4.09114,-0.715141,2.80602
