PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AC50_Qualifier,AC50_uM,pAC50_M,ACTIVITY_OUTCOME_TEST1,ACTIVITY_SCORE_TEST1,ASSAYDATA_COMMENT_TEST1,AC50_Qualifier_TEST1,AC50_uM_TEST1,pAC50_M_TEST1,Hill_Slope_TEST1,S0_(%)_TEST1,Sinf_(%)_TEST1,Num_Points_TEST1,Max_Activity_(%)_TEST1,Max_Activity_Conc_uM_TEST1,Max_Concentration_uM_TEST1,Activity_at_2.35uM_(%)_TEST1,Activity_at_4.6uM_(%)_TEST1,Activity_at_6uM_(%)_TEST1,Activity_at_9uM_(%)_TEST1,Activity_at_12uM_(%)_TEST1,Activity_at_18uM_(%)_TEST1,Activity_at_19.5uM_(%)_TEST1,Activity_at_23.5uM_(%)_TEST1,ACTIVITY_OUTCOME_TEST2,ACTIVITY_SCORE_TEST2,ASSAYDATA_COMMENT_TEST2,AC50_Qualifier_TEST2,AC50_uM_TEST2,pAC50_M_TEST2,Hill_Slope_TEST2,S0_(%)_TEST2,Sinf_(%)_TEST2,Num_Points_TEST2,Max_Activity_(%)_TEST2,Max_Activity_Conc_uM_TEST2,Max_Concentration_uM_TEST2,Activity_at_2.35uM_(%)_TEST2,Activity_at_4.6uM_(%)_TEST2,Activity_at_6uM_(%)_TEST2,Activity_at_9uM_(%)_TEST2,Activity_at_12uM_(%)_TEST2,Activity_at_18uM_(%)_TEST2,Activity_at_19.5uM_(%)_TEST2,Activity_at_23.5uM_(%)_TEST2,ACTIVITY_OUTCOME_TEST3,ACTIVITY_SCORE_TEST3,ASSAYDATA_COMMENT_TEST3,AC50_Qualifier_TEST3,AC50_uM_TEST3,pAC50_M_TEST3,Hill_Slope_TEST3,S0_(%)_TEST3,Sinf_(%)_TEST3,Num_Points_TEST3,Max_Activity_(%)_TEST3,Max_Activity_Conc_uM_TEST3,Max_Concentration_uM_TEST3,Activity_at_0.15uM_(%)_TEST3,Activity_at_0.285uM_(%)_TEST3,Activity_at_0.3uM_(%)_TEST3,Activity_at_0.6uM_(%)_TEST3,Activity_at_1.2uM_(%)_TEST3,Activity_at_2.35uM_(%)_TEST3,Activity_at_4.6uM_(%)_TEST3,Activity_at_9uM_(%)_TEST3,Activity_at_18uM_(%)_TEST3,Activity_at_19.5uM_(%)_TEST3,ACTIVITY_OUTCOME_TEST4,ACTIVITY_SCORE_TEST4,ASSAYDATA_COMMENT_TEST4,AC50_Qualifier_TEST4,AC50_uM_TEST4,pAC50_M_TEST4,Hill_Slope_TEST4,S0_(%)_TEST4,Sinf_(%)_TEST4,Num_Points_TEST4,Max_Activity_(%)_TEST4,Max_Activity_Conc_uM_TEST4,Max_Concentration_uM_TEST4,Activity_at_0.15uM_(%)_TEST4,Activity_at_0.285uM_(%)_TEST4,Activity_at_0.3uM_(%)_TEST4,Activity_at_0.6uM_(%)_TEST4,Activity_at_1.2uM_(%)_TEST4,Activity_at_2.35uM_(%)_TEST4,Activity_at_4.6uM_(%)_TEST4,Activity_at_9uM_(%)_TEST4,Activity_at_18uM_(%)_TEST4,Activity_at_19.5uM_(%)_TEST4,ACTIVITY_OUTCOME_TEST5,ACTIVITY_SCORE_TEST5,ASSAYDATA_COMMENT_TEST5,AC50_Qualifier_TEST5,AC50_uM_TEST5,pAC50_M_TEST5,Hill_Slope_TEST5,S0_(%)_TEST5,Sinf_(%)_TEST5,Num_Points_TEST5,Max_Activity_(%)_TEST5,Max_Activity_Conc_uM_TEST5,Max_Concentration_uM_TEST5,Activity_at_0.15uM_(%)_TEST5,Activity_at_0.285uM_(%)_TEST5,Activity_at_0.3uM_(%)_TEST5,Activity_at_0.6uM_(%)_TEST5,Activity_at_1.2uM_(%)_TEST5,Activity_at_2.35uM_(%)_TEST5,Activity_at_4.6uM_(%)_TEST5,Activity_at_9uM_(%)_TEST5,Activity_at_18uM_(%)_TEST5,Activity_at_19.5uM_(%)_TEST5,ACTIVITY_OUTCOME_TEST6,ACTIVITY_SCORE_TEST6,ASSAYDATA_COMMENT_TEST6,AC50_Qualifier_TEST6,AC50_uM_TEST6,pAC50_M_TEST6,Hill_Slope_TEST6,S0_(%)_TEST6,Sinf_(%)_TEST6,Num_Points_TEST6,Max_Activity_(%)_TEST6,Max_Activity_Conc_uM_TEST6,Max_Concentration_uM_TEST6,Activity_at_0.15uM_(%)_TEST6,Activity_at_0.285uM_(%)_TEST6,Activity_at_0.3uM_(%)_TEST6,Activity_at_0.6uM_(%)_TEST6,Activity_at_1.2uM_(%)_TEST6,Activity_at_2.35uM_(%)_TEST6,Activity_at_4.6uM_(%)_TEST6,Activity_at_9uM_(%)_TEST6,Activity_at_18uM_(%)_TEST6,Activity_at_19.5uM_(%)_TEST6
799,47196705,2972188,CN(C)C1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N.Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-7.38847,-7.38847,7,-18.382,18,18,-3.105,-3.475,,,0.642,-5.878,-10.829,-10.691,-18.382,,2,55,,=,3.47,5.460,0.8,0,-100,8,-63.026,18,18,-0.551,-17.848,,-18.906,-40.762,-53.382,-55.015,-58.499,-63.026,,2,59,,=,1.27,5.896,1.2,14.994,-75.118,8,-73.95,18,18,0.581,12.472,,-9.29,-31.294,-48.876,-59.714,-62.944,-73.95,,2,48,,=,15.6,4.807,0.8,0,-100,8,-39.555,18,18,6.076,-3.055,,-8.637,-22.147,-25.164,-35.716,-39.478,-39.555,
800,103076395,49791136,CN(C)CCNC(=O)C1=CC=CC(=C1)C2=CN3C(=CN=C3C(=C2)NC=O)C4=CC(=CC=C4)C(F)(F)F,Active,54,,,=,4.34,5.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,8.95,5.048,1.009,4.992,-100,8,-61.056,18,18,2.518,1.677,,-3.59,-4.79,-11.965,-33.707,-52.058,-61.056,,2,56,,=,2.39,5.622,1.2,2.872,-89.284,8,-79.046,9,18,-4.052,-2.632,,-8.934,-22.193,-41.275,-65.865,-79.046,-75.962,,2,58,,=,1.69,5.772,1.2,4.893,-75.323,8,-71.215,9,18,2.007,-5.004,,-13.713,-26.115,-39.956,-59.561,-71.215,-66.052,,,,,,,,,,,,,,,,,,,,,,,,
801,103060833,49786868,C1CCN(C1)C2=NC=NC3=C2N=CN3[C@H]4CN(C[C@H](O4)CO)CC5=CC6=C(C=C5)OCO6,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,1.926,1.926,8,10.848,1.2,18,8.429,10.121,,3.294,10.848,-1.052,-6.723,-0.816,-8.693,,1,0,,>,36,4.444,1.2,10.534,-100,8,-14.779,18,18,9.162,5.478,,14.251,15.025,5.02,0.89,3.397,-14.779,,1,0,,,,,,-1.46696,-1.46696,8,-10.048,18,18,-0.712,3.547,,-4.964,2.263,2.882,-3.068,-1.634,-10.048,,,,,,,,,,,,,,,,,,,,,,,,
802,26662187,16682266,C[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,10.45,4.981,1.2,9.241,-100,8,-63.376,18,18,5.432,10.33,,4.443,1.277,-6.183,-8.865,-48.635,-63.376,,1,0,,>,36,4.444,1.132,-5.433,-100,8,-24.774,18,18,-2.387,-11.777,,-4.486,-1.187,-14.88,-5.858,-17.321,-24.774,,2,48,,=,15.54,4.809,1.2,3.489,-100,7,-67.778,18,18,0.957,,,4.06,-5.593,-6.751,-11.83,-16.779,-67.778,,,,,,,,,,,,,,,,,,,,,,,,
803,24810448,16193104,CC1=CC(=NC2=C1C=C(C=C2)NC(=S)NCCCN3CCC4=CC=CC=C4C3)N5CCN(CC5)C,Active,54,,,=,3.85,5.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,,=,7.33,5.135,1.2,4.809,-100,8,-74.054,18,18,4.136,-0.192,,5.666,-9.41,-15.721,-32.091,-54.55,-74.054,,2,56,,=,2.4,5.620,1.09,-1.353,-100,7,-89.771,18,18,-5.736,-10.027,,-20.718,-30.697,-51.379,-67.479,,-89.771,,2,57,,=,1.82,5.740,1.071,15,-98.087,7,-86.827,18,18,13.156,-2.968,,-14.115,-25.161,-49.362,,-83.976,-86.827,,,,,,,,,,,,,,,,,,,,,,,,
804,103159208,49792457,CN1C(=O)C2=C(C=C(S2)C3=CC(=C(C=C3)OC)OC)N=C1NCCN4CCCC4,Active,56,,,=,2.43,5.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,=,3.33,5.478,1.072,7.989,-100,8,-85.475,18,18,3.988,4.287,,-12.1,-17.864,-35.47,-53.822,-73.633,-85.475,,2,57,,=,1.98,5.703,1.081,15,-100,8,-88.543,18,18,20.577,-7.057,,-8.069,-29.727,-44.78,-63.834,-86.852,-88.543,,2,57,,=,1.98,5.703,1.2,-5.913,-100,8,-99.006,18,18,-7.169,-13.797,,-32.027,-31.605,-59.247,-75.539,-86.252,-99.006,,,,,,,,,,,,,,,,,,,,,,,,
805,49717218,6264791,COC1=CC=CC(=C1)/C=C/2\C(=O)NC3=C(S2)C=CC(=C3)C(=O)NCCCN4CCCC4,Active,54,,,=,4.47,5.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,,=,5.76,5.240,0.968,11.511,-100,8,-71.163,18,18,8.916,1.194,,3.947,-5.749,-22.154,-42.321,-54.31,-71.163,,2,54,,=,4.28,5.369,1.2,-7.448,-100,8,-86.627,18,18,-13.127,-7.845,,-15.634,-24.079,-31.707,-52.122,-83.864,-86.627,,2,54,,=,3.63,5.440,1.2,2.388,-100,8,-89.34,18,18,2.48,-4.889,,-12.043,-13.269,-29.065,-63.691,-74.236,-89.34,,2,54,,=,4.22,5.375,0.919,20,-100,8,-69.16,18,18,16.95,9.211,,7.594,-8.05,-25.659,-44.77,-62.37,-69.16,
806,22414926,15945822,COC1=C(C=C(C=C1)C2C3=C(CCN2)C4=CC=CC=C4N3)COC5=CC=C(C=C5)F.Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-4.51685,-4.51685,8,-12.855,18,18,3.236,-1.351,,-4.397,-3.372,-0.914,-4.581,-11.9,-12.855,,2,52,,=,5.74,5.241,1.2,15,-100,7,-88.244,18,18,,22.556,,16.234,14.017,14.405,-41.062,-73.624,-88.244,,2,51,,=,7.92,5.101,1.2,0.927,-100,8,-81.555,18,18,-3.162,-13.095,,-3.914,-0.109,-6.651,-15.19,-71.826,-81.555,,1,0,,,,,,-3.28976,-3.28976,8,-14.515,2.35,18,2.919,-0.82,,9.732,1.595,-14.515,-13.797,-11.16,-0.274,
807,7964916,5307300,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCCN4CCCCCC4,Active,49,,,=,12.4,4.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,14.88,4.827,0.8,10.341,-100,8,-44.826,18,18,7.442,4.598,,7.845,-10.061,-4.779,-23.161,-37.71,-44.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,9.91,5.004,0.812,10.317,-100,8,-51.006,18,18,2.612,3.78,,4.028,-2.32,-15.726,-29.761,-50.768,-51.006,
808,99360807,321946,CN1C(=CN=C1C=C2CC3=C(C2=O)C=C(C=C3)OCCN(C)C)[N+](=O)[O-].OS(=O)(=O)O,Active,52,,,=,7.08,5.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,9.92,5.003,0.918,7.538,-100,8,-61.056,18,18,8.161,0.084,,0.489,-5.916,-16.023,-26.592,-43.928,-61.056,,2,54,,=,4.24,5.373,1.2,-5.916,-100,8,-89.818,18,18,-5.663,-10.647,,-14.79,-22.546,-37.721,-49.84,-76.406,-89.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,46500329,6438352,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N4C2=CC=C4.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,0.889,7.738,-100,8,-25.608,18,18,4.251,,9.585,-0.858,9.408,0.676,-5.097,-20.539,-25.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,49643250,4777842,CCOC1=CC2=C(C=C1)NC3=C2CNCC3,Active,46,,,=,26.78,4.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,=,28.73,4.542,0.8,4.751,-100,8,-36.403,18,18,4.874,-1.157,,1.368,-0.071,-11.654,-12.197,-27.895,-36.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,24.83,4.605,0.91,-2.672,-100,8,-44.176,18,18,-5.649,3.774,,-13.547,-8.79,-11.085,-18.928,-31.292,-44.176,
811,7969384,5309938,CC1CCCCN1CCNC(=O)C2=CC3=C(S2)N(N=C3C4=CC=CC=C4F)C,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,6.46628,6.46628,7,9.479,18,18,,8.284,,3.712,5.943,3.858,8.645,5.343,9.479,,2,52,,=,6.21,5.207,0.8,6.375,-100,8,-64.104,18,18,-3.989,1.975,,-1.569,-19.935,-33.85,-39.31,-53.886,-64.104,,2,49,,=,11.91,4.924,0.838,3.399,-100,8,-58.59,18,18,-3.18,-0.32,,4.195,-12.637,-22.537,-27.742,-39.354,-58.59,,1,0,,,,,,-9.62531,-9.62531,8,-18.807,9,18,-2.714,-8.068,,-4.25,-10.717,-4.761,-16.176,-18.807,-11.51,
812,46500359,11957442,CN(C)C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N.Cl,Active,48,,,=,17.98,4.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,=,34.6,4.461,0.819,11.718,-100,8,-28.074,18,18,10.625,,7.267,7.062,8.23,3.014,-8.515,-18.025,-28.074,,2,48,,=,14.23,4.847,0.997,-1.146,-100,8,-56.155,18,18,-5.321,,0.949,-9.34,-5.201,-12.068,-31.268,-37.309,-56.155,,2,50,,=,10.4,4.983,1.2,-1.968,-100,8,-69.763,18,18,3.173,,-7.786,-5.545,-12.549,-13.525,-26.621,-45.555,-69.763,,2,49,,=,12.68,4.897,1.174,3.586,-100,8,-58.072,18,18,4.559,,3.942,-5.713,1.77,-10.994,-18.302,-39.758,-58.072,
813,24805317,16192713,CCCCCC1=CC(=C(C=C1)OCCCC[N+]2=CC=CC(=C2)C)CCCCC.[Cl-],Active,48,,,=,15.06,4.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,15.06,4.822,0.8,4.268,-100,8,-49.677,18,18,6.528,5.386,,-9.78,-10.556,-18.357,-27.812,-34.099,-49.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,24794949,1248704,CCN(CC)CCNC1=NC=NC2=C1SC3=C2C4=C(COC(C4)(C)C)C(=N3)N5CCCC5,Active,53,,,=,4.72,5.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,,=,4.57,5.340,1.2,-4.231,-100,8,-87.137,18,18,-4.924,-11.067,,-10.958,-17.072,-31.778,-53.287,-71.928,-87.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,,=,4.88,5.312,0.94,-1.078,-100,8,-74.103,18,18,-15.87,0.001,,-0.956,-30.024,-35.081,-49.813,-65.584,-74.103,
815,49677870,24761862,CN(C)CCN(C1=NC2=C(C=CC(=C2S1)OC)OC)C(=O)C3=CC4=CC=CC=C4C=C3.Cl,Active,50,,,=,10.72,4.970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,,=,7.25,5.140,1.2,-1.136,-100,8,-84.902,18,18,-9.552,-3.62,,-2.992,-8.156,-20.537,-28.516,-59.067,-84.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,14.18,4.848,0.8,2.922,-100,8,-50.563,18,18,-2.158,-1.292,,-7.252,0.949,-21.875,-29.044,-40.776,-50.563,
816,49667442,2033254,CN1CCC2=C(C1)SC3=NC(=NC(=C23)NCCCN(C)C)SC,Active,50,,,=,10.11,4.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,13.68,4.864,1.2,-20,-100,8,-70.248,18,18,-33.425,-21.574,,-24.783,-24.517,-35.821,-29.184,-49.595,-70.248,,2,51,,=,7.47,5.127,1.2,3.608,-100,8,-74.395,18,18,0.138,7.454,,-4.301,-7.002,-17.595,-31.767,-54.049,-74.395,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,9.17,5.038,0.895,3.48,-100,8,-59.624,18,18,-12.22,7.977,,2.439,-8.131,-25.726,-33.963,-49.962,-59.624,
817,49678102,24761878,CN(C)CCN(C1=NC2=C(S1)C=C(C=C2)Br)C(=O)C3=CC4=CC=CC=C4C=C3OC.Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,4.28307,4.28307,7,9.989,9,18,-2.735,3.761,,-1.433,9.378,5.76,,9.989,5.262,,2,50,,=,10.97,4.960,0.879,-0.39,-100,8,-56.776,18,18,-6.762,-2.497,,-7.301,-7.162,-23.291,-31.639,-51.024,-56.776,,2,49,,=,12.72,4.896,1.2,1.312,-100,8,-56.045,18,18,-8.598,-3.881,,5.102,-1.011,-0.738,-19.863,-48.958,-56.045,,2,48,,=,17.37,4.760,1.2,7.446,-100,8,-49.259,18,18,3.145,7.006,,9.755,-0.679,-0.581,-3.895,-27.936,-49.259,
818,24810633,4173573,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCCN4CCOCC4)C(=S)N,Active,55,,,=,3.43,5.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,,=,3.99,5.399,1.2,-1.48,-100,8,-97.999,18,18,-6.48,-5.734,,-12.482,-16.727,-27.564,-49.974,-82.338,-97.999,,2,57,,=,2.06,5.686,1.2,11.562,-103.438,8,-91.72,9,18,0.875,9.704,,-14.689,-20.743,-45.481,-83.38,-91.72,-88.064,,2,59,,=,1.34,5.873,1.2,0.56,-96.47,7,-95.81,9,18,-7.283,-11.052,,,-42.865,-65.161,-76.789,-95.81,-86.032,,2,52,,=,6.34,5.198,1.2,1.681,-100,8,-79.148,18,18,-1.794,-8.245,,5.163,-9.71,-18.812,-33.247,-68.747,-79.148,
819,92763314,5566,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,Active,49,,,=,13,4.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,12.56,4.901,1.2,5.768,-100,8,-67.065,18,18,1.525,8.291,,0.374,0.465,-7.379,-10.583,-33.173,-67.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,13.43,4.872,1.2,13.303,-100,8,-51.441,18,18,9.689,1.887,,10.144,19.26,9.229,-12.324,-36.332,-51.441,
820,24796919,16189751,CC1CCN(CC1)CC(=O)NC2=CC=C(C=C2)N3CCCCCC3.C(=O)(C(=O)O)O,Active,48,,,=,18,4.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,=,32.11,4.493,1.049,-1.288,-100,8,-38.604,18,18,3.247,-2.871,,-7.602,-1.226,-10.347,-15.609,-15.736,-38.604,,2,53,,=,5.06,5.296,1.2,7.085,-100,8,-80.934,18,18,3.588,2.643,,2.203,-5.285,-26.4,-44.085,-63.526,-80.934,,2,53,,=,5.54,5.256,0.95,-3.657,-100,8,-74.415,18,18,-9.356,-11.35,,-6.47,-19.686,-41.757,-43.044,-65.026,-74.415,,2,45,,=,29.27,4.534,1.2,8.026,-100,8,-29.434,18,18,9.516,4.261,,3.174,7.298,2.688,8.792,-20.42,-29.434,
821,56322065,24981921,CC1=C(OC2=C1C=CC=C2Cl)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N(C)C4CCN(CC4)C,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,9.81,5.008,1.2,1.64,-100,8,-82.605,18,18,-7.006,-4.437,,-5.725,1.258,0.148,-18.096,-48.543,-82.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-5.09089,-5.09089,8,-18.446,18,18,-4.522,-2.291,,-10.23,-4.406,-5.444,6.323,-1.711,-18.446,
822,26659400,16681825,CC[N+](C)(CC)CCCCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCCC[N+](C)(CC)CC.[I-],Active,62,,,=,0.574,6.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,=,1.02,5.991,1.2,0,-98.285,7,-93.497,18,18,,-14.327,,-33.168,-55.685,-73.071,-83.883,-93.324,-93.497,,2,63,,=,0.485,6.314,1.101,0,-106.498,8,-105.393,18,18,-20.463,-39.343,,-61.175,-78.143,-88.104,-97.032,-103.804,-105.393,,2,63,,=,0.472,6.326,0.969,0,-107.845,8,-103.449,18,18,-25.78,-42.361,,-60.768,-74.056,-90.704,-97.163,-103.316,-103.449,,2,65,,=,0.321,6.493,1.151,0,-99.398,8,-107.357,18,18,-30.543,-46.204,,-64.238,-81.473,-92.32,-106.606,-76.444,-107.357,
823,121284524,46843906,CN1CCN(CC1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C)OC,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,11.781,-100,8,-17.777,18,18,8.337,,11.076,11.898,9.742,11.208,7.581,-6.725,-17.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,121284526,51359962,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC=CC(=C3)C4=NC5=C(C=C4)N=C(S5)NC(=O)C6CC6)C(F)(F)F,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-3.5276,-3.5276,8,-11.795,0.15,18,-11.795,-4.957,,-6.443,-7.866,0.543,-1.01,-3.673,6.981,,2,55,,=,3.38,5.471,1.2,2.511,-100,8,-90.902,9,18,-6.159,-14.661,,-1.007,2.156,-28.178,-77.606,-90.902,-77.621,,2,57,,=,2.11,5.676,1.2,12.011,-100,6,-94.324,9,18,4.311,0.653,,1.5,,,-74.442,-94.324,-71.167,,,,,,,,,,,,,,,,,,,,,,,,
825,24810566,16193144,CC[N+]1=C2C=C(C=CC2=C(C=C1)/C=C/3\C=CC4=CC=CC=C4N3C)C,Active,58,,,=,1.74,5.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,,=,2.47,5.607,1.2,2.509,-100,8,-93.482,18,18,1.449,-5.698,,-16.317,-25.363,-43.441,-67.892,-87.274,-93.482,,2,58,,=,1.66,5.780,1.2,-4.557,-109.842,8,-99.812,9,18,-13.131,-17.59,,-21.065,-43.262,-70.261,-93.906,-99.812,-98.142,,2,60,,=,1.08,5.967,1.2,12.372,-107.628,8,-106.134,9,18,2.152,-9.071,,-19.713,-51.303,-78.911,-91.562,-106.134,-95.721,,,,,,,,,,,,,,,,,,,,,,,,
826,22412847,135401380,CC/C(=N\O)/C1=C(C2=C(CCCC2)N(C1=O)C3=CC=CC=C3)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,6.30962,6.30962,8,11.828,4.6,18,11.278,9.457,,11.748,-1.733,6.504,11.828,2.989,-1.594,,1,0,,,,,,2.03823,2.03823,8,-7.702,18,18,7.393,6.268,,2.246,0.189,4.701,4.867,-1.656,-7.702,,1,0,,,,,,-1.397,-1.397,8,-6.22,18,18,5.77,-4.553,,4.379,-2.707,-1.548,-2.262,-4.035,-6.22,,,,,,,,,,,,,,,,,,,,,,,,
827,49679765,20873103,CCN(CC)CCCNC(=O)C1=CC2=C(S1)C3=C(C=CC(=C3)C)NC2=O,Active,47,,,=,21.5,4.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,=,29.2,4.535,0.8,15.499,-100,7,-30.302,18,18,16.596,12.748,,7.236,6.275,1.917,,-17.416,-30.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,13.8,4.860,0.8,3.363,-100,8,-46.97,18,18,0.935,4.026,,-5.225,-9.798,-23.959,-29.502,-40.365,-46.97,
828,57265990,2126848,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=NC=C4,Active,47,,,=,20.42,4.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,23.99,4.620,1.2,-4.448,-100,8,-46.061,18,18,-6.589,-4.208,,-5.228,-7.246,-11.784,-12.236,-25.78,-46.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,16.86,4.773,0.804,-7.301,-100,8,-52.491,18,18,-10.262,-10.483,,-16.954,-9.921,-23.752,-32.932,-45.024,-52.491,
829,99495004,46948347,CN1C(=O)C2=C(C=C(S2)C3=CC=C(C=C3)C(=O)NCCCN(C)C)N=C1NCC4=CN=CC=C4,Active,49,,,=,13.32,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,,=,19.35,4.713,1.2,-4.785,-100,8,-55.191,18,18,-15.636,-1.716,,-1.977,-4.507,-13.957,-18.532,-26.13,-55.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,,=,7.29,5.137,1.164,-10.028,-100,8,-79.657,18,18,-5.789,-15.369,,-15.03,-23.396,-28.27,-41.941,-58.459,-79.657,
