PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Qualifier,IC50,Std.Err(IC50),nH,Excluded_Points_first_point,% Activity at 80 uM_first_point,% Activity at 40 uM_first_point,% Activity at 20 uM_first_point,% Activity at 10 uM_first_point,% Activity at 5 uM_first_point,% Activity at 2.5 uM_first_point,% Activity at 1.25 uM_first_point,% Activity at 0.625 uM_first_point,% Activity at 0.3125 uM_first_point,% Activity at 0.15625 uM_first_point,Excluded_Points_second_point,% Activity at 80 uM_second_point,% Activity at 40 uM_second_point,% Activity at 20 uM_second_point,% Activity at 10 uM_second_point,% Activity at 5 uM_second_point,% Activity at 2.5 uM_second_point,% Activity at 1.25 uM_second_point,% Activity at 0.625 uM_second_point,% Activity at 0.3125 uM_second_point,% Activity at 0.15625 uM_second_point
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"This qualifier is to be used with the next TID, IC50. If the qualifier is =, the IC50 result equals the value in that column. If the qualifier is >, the IC50 result is greater than that value. If the qualifier is <, the IC50 result is smaller than that value",IC50 value determined using a sigmoidal dose response equation,Standard Error of the IC50 value,Hill coefficient determined using sigmoidal dose response equation,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,Flags to indicate which of the second dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration,% Activity at the test concentration
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,MICROMOLAR,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
882,57266501,2429732,CC(C)(C)N(CC1=CC=CC=C1)C(=O)COC(=O)C2=CC=C(O2)[N+](=O)[O-],Active,52,,,=,12.2,2.34,0.642,"0,0,0,0,0,0,0,0,0,0",85.4827,67.3649,62.1903,33.6454,21.2117,26.098,15.7089,14.3181,28.8971,5.19095,"0,0,0,0,0,0,0,0,0,0",83.2534,74.6625,50.8768,49.2596,42.1887,16.7547,31.2392,4.91422,9.78522,24.4344
883,57268364,16289936,CC(C)(C)C1=CC=C(C=C1)C(=O)NCCC(=O)NC2=C(C=CC(=C2)Cl)N3CCOCC3,Active,56,,,=,4.54,0.356,0.747,"0,0,0,0,0,0,0,0,0,0",94.4319,86.1167,76.0767,61.1681,45.923,46.891,23.2038,16.8874,12.6451,10.6481,"0,0,0,0,0,0,0,0,0,0",93.8547,89.9409,74.8111,63.3188,45.3838,34.4303,28.4954,23.1185,16.756,14.2647
884,51087213,7524108,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C3=NN4C=NN=C4C=C3,Inactive,41,,,=,21.3,6.15,0.407,"0,0,0,0,0,0,0,0,0,0",54.382,48.533,50.9163,59.5651,42.7526,25.4055,25.4115,17.7217,-0.621464,9.17663,"0,0,0,0,0,0,0,0,0,0",56.7334,50.3733,50.6969,62.463,31.7528,26.9818,32.2344,10.3269,21.5706,2.84071
885,85201563,44202647,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=C(ON=C3C)C)O[C@@H]1CN(C)C(=O)NC4=CC=CC=C4)[C@H](C)CO,Active,55,,,=,9.53,0.878,0.844,"0,0,0,0,0,0,0,0,0,0",86.4,76.889,66.7066,51.7455,38.9666,24.8363,12.0589,5.57165,-0.72928,13.1077,"0,0,0,0,0,0,0,0,0,0",84.7526,81.2927,63.1115,53.7334,28.4341,23.3732,8.95851,19.8431,17.5622,7.59661
886,87342357,44601790,CC(C)(C)NC(=O)CC1C[C@@H]([C@]2(C3=C(CCN2C1=O)C4=C(N3)C=CC(=C4)OC)CCC5CCCC5)C(=O)N6CCOCC6,Active,57,,,=,7.48,0.306,1.04,"0,0,0,0,0,0,0,0,0,0",90.9655,84.2933,72.5417,59.1157,40.007,23.0378,16.5224,2.04257,2.86316,2.75296,"0,0,0,0,0,0,0,0,0,0",92.9579,83.3891,73.1689,56.2079,42.3389,26.9217,10.8892,8.6365,-0.527428,-6.02889
887,87342363,44601796,COCCCNC(=O)CC1C[C@@H]([C@]2(C3=C(CCN2C1=O)C4=C(N3)C=CC(=C4)OC)CCC5CCCC5)C(=O)N6CCOCC6,Active,55,,,=,7.56,0.491,0.788,"0,0,0,0,0,0,0,0,0,0",88.4567,83.4749,69.3044,51.763,39.1274,32.8066,14.2711,14.3808,9.5949,12.6488,"0,0,0,0,0,0,0,0,0,0",88.4653,80.4397,71.9903,52.0354,36.0416,27.1685,22.5467,16.3419,11.3166,6.03706
888,103073805,42904953,CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4,Active,55,,,=,11.3,0.728,1.216,"0,0,0,0,0,0,0,0,0,0",90.6977,80.9877,65.1573,47.2422,36.3546,16.6838,5.55626,-0.522724,-5.57144,-0.579698,"0,0,0,0,0,0,0,0,0,0",91.5091,82.5277,63.8409,45.9586,28.1071,7.38288,-0.665728,6.92342,-9.15874,-6.09543
889,99361119,46904973,CC(C)(C)OC(=O)NCCC1=C(C(=NO1)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)O,Active,59,,,=,1.16,0.071,0.781,"0,0,0,0,0,0,0,0,0,0",89.5153,89.8728,88.6675,83.7481,75.8112,66.1528,52.5801,35.7752,25.1174,14.1586,"0,0,0,0,0,0,0,0,0,0",90.5512,91.017,88.4103,85.9352,77.2843,73.7136,49.3059,36.9083,28.4099,16.0415
890,99356895,46902811,CCN(CC)C(=O)C1=C(N(C(=O)C(C1)CC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3)CC4=CC=C(C=C4)F)C,Active,55,,,=,7.98,0.425,0.822,"0,0,0,0,0,0,0,0,0,0",88.8438,83.2743,67.645,53.4426,34.3738,27.7063,18.6399,14.3906,7.49339,4.88392,"0,0,0,0,0,0,0,0,0,0",89.2633,80.1915,70.0417,52.716,38.046,24.202,20.4784,18.3104,11.1686,1.88131
891,99359168,46903785,C[C@H]1CCCCO[C@H]([C@@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3=CC=C(C=C3)F)[C@H](C)CO)C)CN(C)S(=O)(=O)C4=CC=CS4,Active,59,,,=,3.69,0.47,1.063,"0,0,0,0,0,0,0,0,0,0",100.12,98.721,92.785,78.9026,53.3257,36.4625,11.5299,21.9471,26.3807,7.28503,"0,0,0,0,0,0,0,0,0,0",98.6308,97.2675,94.234,75.8297,52.3656,24.9018,30.4233,23.5527,7.24516,17.5661
892,99454058,46942465,CCC1=C(N2C=CC=C(C2=N1)OCC3=CC=C(C=C3)C(F)(F)F)N(CC4=CC=C(C=C4)OC)C=O,Active,56,,,=,9.21,0.466,1.162,"0,0,0,0,0,0,0,0,0,0",89.9865,83.2132,68.8652,53.0489,30.8764,22.6883,7.07081,-1.76122,-3.74996,-1.55639,"0,0,0,0,0,0,0,0,0,0",90.4887,82.9342,71.6626,56.5914,34.8718,18.0805,9.5458,-1.62597,0.207625,-7.63796
893,103076862,49791484,CCC1=C(N2C=CC=C(C2=N1)OCC3=CC=C(C=C3)Cl)N(CC4=CC=CC=C4)C=O,Active,58,,,=,3.71,0.338,0.842,"0,0,0,0,0,0,0,0,0,0",96.4539,89.7701,81.5058,67.2292,58.9246,52.6242,25.2805,25.8356,19.2856,7.16057,"0,0,0,0,0,0,0,0,0,0",96.711,91.0337,80.5036,71.4753,46.0937,38.4187,17.5585,18.393,7.52112,12.9002
894,103163507,49795774,CC1=C(C(=CC=C1)C)CN2C(=C(SC2=O)C(=O)NCC3=CC=C(C=C3)[N+](=O)[O-])C,Active,57,,,=,4.48,0.383,0.824,"0,0,0,0,0,0,0,0,0,0",95.2404,87.2804,80.2326,61.2031,49.6699,42.4532,20.1893,10.9336,12.6911,12.3902,"0,0,0,0,0,0,0,0,0,0",93.5176,88.338,76.3894,70.1058,46.4872,32.2573,39.4028,13.5625,16.2323,4.57883
895,124755446,53301275,CCOC(=O)[C@]12CC3=CC=CC=C3[C@H]1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5,Active,52,,,=,8.19,0.653,1.629,"0,0,0,0,0,0,0,0,0,0",96.5796,97.5893,87.1596,54.2688,30.357,19.0231,11.1729,9.36628,3.28824,9.62895,"0,0,0,0,0,0,0,0,0,0",97.6166,98.0091,86.0432,52.0748,23.3956,17.1563,5.26664,3.41393,20.6409,1.80389
896,124755437,53301266,CCOC(=O)[C@]12CC3=C(C(=C(C=C3[C@H]1N(C(=O)C4=CC=CC=C24)C5CCCCC5)OC)OC)OC,Active,50,,,=,7.77,0.472,1.819,"0,0,0,0,0,0,0,0,0,0",93.7919,96.7825,88.3588,63.6403,25.9877,17.0429,5.10988,3.93112,0.035,18.7642,"0,0,0,0,0,0,0,0,0,0",94.0334,96.2945,89.3295,56.337,29.8588,11.4586,7.40728,6.43326,2.0481,1.94767
897,87346593,5389117,CC(C)OC(=O)[C@H]1[C@@H]([C@@]([C@H]2N1C=C(C=C2)C(=O)N)(C#N)C(=O)N)C3=CC=C(C=C3)Cl,Active,56,,,=,7.56,0.799,1.216,"0,0,0,0,0,0,0,0,0,0",95.1192,88.2179,78.0116,56.4678,34.1155,28.3396,1.38751,9.1685,8.65677,28.7437,"0,0,0,0,0,0,0,0,0,0",94.9876,87.4424,74.6438,62.438,40.4363,16.4408,4.84029,8.63038,-7.41401,0.534882
898,4245475,709746,C1=CN=CC=C1C2=NN=C3N2C4=C(S3)C=C(C(=C4)C#N)C#N,Active,57,,,=,4.69,0.442,0.868,"0,0,0,0,0,0,0,0,0,0",89.8369,84.5119,80.6666,63.2303,57.8707,33.7926,37.1971,5.48914,14.7627,-0.394747,"0,0,0,0,0,0,0,0,0,0",85.6085,84.636,74.2553,66.6234,52.1071,41.2135,23.4936,8.47439,-2.50481,1.42434
899,7973467,784670,C1COCCN1C2=CC3=CC(=C(C=C3C=C2)C#N)C#N,Active,58,,,=,4.31,0.143,1,"0,0,0,0,0,0,0,0,0,0",95.1236,89.2439,83.3983,68.5971,53.4155,36.1348,23.4148,10.8535,6.16526,0.851625,"0,0,0,0,0,0,0,0,0,0",94.3212,89.3346,83.0978,72.0777,50.4232,40.435,21.2916,17.0341,2.24022,6.01437
900,4258801,972528,CC1=C(C=C(C(=N1)SCCC(C)C)C#N)C(=O)C,Active,56,,,=,9.54,0.692,1.121,"0,0,0,0,0,0,0,0,0,0",92.1913,86.2306,70.5474,53.504,25.3208,22.16,2.67025,15.6867,2.80698,10.4207,"0,0,0,0,0,0,0,0,0,0",89.9019,83.3806,72.0506,48.6583,31.2466,19.3791,12.554,0.0616,3.53859,11.5887
901,4252228,3245806,CC1=CC(=NC(=C1C#N)SCS(=O)CC2=CC=C(C=C2)Cl)C,Active,57,,,=,5.54,0.478,0.961,"0,0,0,0,0,0,0,0,0,0",94.5466,87.9557,75.2925,66.3645,49.2107,39.0395,15.1479,10.6117,1.60135,7.58288,"0,0,0,0,0,0,0,0,0,0",92.4426,87.9011,76.459,64.0976,38.4286,38.3906,7.89982,21.1199,11.5712,-6.49142
902,24838642,3242874,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N3CCCCCC3)C(=O)NCC4=CC=CO4,Active,60,,,=,2.32,0.399,1.071,"0,0,0,0,0,0,0,0,0,0",102.361,97.7083,83.1251,87.8714,82.3184,64.5725,58.0206,27.6141,-3.63322,-4.76986,"0,0,0,0,0,0,0,0,0,0",94.8491,89.8817,96.8294,70.9335,58.1903,38.5689,22.6266,4.99012,28.9793,-6.76448
903,3714540,2998845,CC1CCC2=C(C1)SC=C2C(=O)OC3=CC=CC(=C3)N4C=NN=N4,Active,60,,,=,1.36,0.117,0.864,"0,0,0,0,0,0,0,0,0,0",96.2223,94.1533,89.7481,81.3936,78.3963,63.6901,49.3261,34.4607,24.4594,-1.03101,"0,0,0,0,0,0,0,0,0,0",95.7468,93.742,91.9392,85.4055,71.9542,61.0555,44.485,45.2814,28.1344,3.78733
904,56422370,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Active,57,,,=,5.68,0.658,1.19,"0,0,0,0,0,0,0,0,0,0",95.9598,94.7548,90.1117,62.259,43.7478,22.9323,20.2412,6.11386,24.7825,2.65313,"0,0,0,0,0,0,0,0,0,0",96.5741,98.2697,91.8949,61.4439,35.9367,29.1337,8.36533,25.5568,4.37146,9.72168
905,17411838,5335821,C1=CC=C(C=C1)C(=O)N/C(=C\C2=CC=C(C=C2)[N+](=O)[O-])/C(=O)N/N=C/C3=CC=C(O3)Br,Active,51,,,=,10.8,1.78,0.547,"0,0,0,0,0,0,0,0,0,0",67.6509,59.7188,48.9479,44.3864,43.566,38.4246,28.7734,23.5519,21.8149,2.22877,"0,0,0,0,0,0,0,0,0,0",81.0651,80.3952,61.2361,53.8583,37.2356,25.3348,19.5445,4.8748,6.26584,17.0981
906,17515550,2150441,CC1=CC(=CC=C1)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC=CC=C4)OC5=CC=CC=C53,Inactive,41,,,=,51.3,2.78,0.88,"0,0,0,0,0,0,0,0,0,0",62.6379,41.4963,31.359,21.4688,12.3423,8.57282,0.748633,0.665166,-3.30035,-2.36525,"0,0,0,0,0,0,0,0,0,0",59.7332,43.1848,27.8154,19.4501,15.2245,4.80179,4.10682,-1.31981,1.73309,4.62733
907,22406417,4593674,C1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NCC3=CC4=C(C=C3)OCO4,Active,56,,,=,5.03,1.14,0.803,"0,0,0,0,0,0,0,0,0,0",98.4881,95.2425,83.9354,75.6638,57.1813,36.0272,13.7231,0.607288,4.58777,-2.54205,"0,0,0,0,0,0,0,0,0,0",89.7263,79.8764,68.5093,49.2076,36.1033,21.5016,52.9975,16.9627,42.725,9.20515
908,17514902,7118095,CC1=CC=C(C=C1)C2=NN=C3N2N=C(C=C3)SCC(=O)N4CCCC5=CC=CC=C54,Active,57,,,=,5.68,0.821,1.003,"1,1,0,0,0,0,0,0,0,0",,,70.1471,64.9722,48.2216,41.1629,12.2207,-3.36025,-7.37122,-17.6307,"1,1,0,0,0,0,0,0,0,0",,,67.6378,64.3137,57.6413,31.751,14.0462,16.7949,9.0691,6.19672
909,17509337,12004799,C1=CC=C(C=C1)/C=C/C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4=CC(=CC=C4)[N+](=O)[O-],Active,55,,,=,12.1,1.32,0.931,"0,0,0,0,0,0,0,0,0,0",94.355,75.7091,59.7556,39.9225,27.8687,19.0302,4.93538,23.9246,7.59744,3.70582,"0,0,0,0,0,0,0,0,0,0",92.8927,75.9608,58.5205,47.3837,26.1268,15.0941,13.5171,20.2026,2.33141,11.6999
910,17509032,3099153,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NNC2=C(C=C(C=C2Cl)Cl)Cl,Active,53,,,=,6.77,1.2,0.615,"0,0,0,0,0,0,0,0,0,0",82.2125,82.7289,74.0528,55.1396,38.9996,39.6858,24.823,7.50117,21.1412,33.2281,"0,0,0,0,0,0,0,0,0,0",81.3721,80.2592,69.3771,53.7189,35.9139,25.8533,16.0634,17.5629,21.8266,21.6593
911,17511257,7013345,C1=CC=C(C=C1)C2=NC(=CS2)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC=C4,Active,56,,,=,8.85,0.503,1.188,"0,0,0,0,0,0,0,0,0,0",95.3558,86.5961,76.2687,52.4598,29.8219,22.5221,5.45545,5.22723,-7.72091,1.23493,"0,0,0,0,0,0,0,0,0,0",94.1689,85.9301,71.0425,49.417,35.7995,19.3528,15.2218,-0.681404,10.8252,1.27921
912,22404958,2346110,CCCCNC(=S)NC1=C(C=CC(=C1)[N+](=O)[O-])C,Active,55,,,=,14.1,1.91,1.1,"0,0,0,0,0,0,0,0,0,0",87.7147,75.1799,60.2364,41.9921,26.046,9.71454,3.64631,-10.0219,-7.90632,-24.8635,"0,0,0,0,0,0,0,0,0,0",83.7825,71.898,64.2782,40.0499,25.1728,8.42036,17.2625,6.5293,8.38379,23.3412
913,22403995,2283818,CC1=C(C=C(C=C1)C(=O)NCCSC(C)(C)C)[N+](=O)[O-],Active,56,,,=,8.25,0.861,0.842,"0,0,0,0,0,0,0,0,0,0",82.7951,79.0798,70.3589,57.4998,30.0637,23.746,12.177,27.8799,16.4466,10.704,"0,0,0,0,0,0,0,0,0,0",85.3393,80.6756,72.2711,56.0806,41.05,26.7621,9.34911,3.64593,5.36464,3.62899
914,17410186,3724390,C1=CC=C(C=C1)N2C(=C(C=N2)C(=O)NNS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-])N4C=CC=C4,Active,57,,,=,4.35,0.52,0.795,"0,0,0,0,0,0,0,0,0,0",90.872,83.2704,82.168,73.7538,47.7698,46.9792,20.9782,20.8577,18.2098,20.0926,"0,0,0,0,0,0,0,0,0,0",91.1592,85.7224,78.4842,63.3208,50.781,35.1796,22.8073,7.44292,2.61445,23.447
915,24809556,1100515,C1CCN(CC1)C(=O)/C(=C\C=C\C2=CC=CC=C2)/NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,63,,,=,0.258,0.029,0.811,"0,0,0,0,0,0,0,0,0,0",99.7412,97.8103,94.3,90.2689,87.2314,86.7589,71.1641,78.8666,59.362,41.7799,"0,0,0,0,0,0,0,0,0,0",102.195,99.0999,93.864,95.8405,90.7529,89.7613,84.4053,64.676,42.7343,37.2372
916,24830727,3432786,C1=CSC(=C1)CNC(=O)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])NCCO,Active,60,,,=,1.68,0.632,0.928,"0,0,0,0,0,0,0,1,0,0",98.4048,100.626,100.697,100.224,97.3878,88.0798,9.5312,,42.3793,8.87606,"0,0,0,0,0,0,0,1,0,0",91.8986,86.7202,78.4576,66.5724,51.2544,28.9038,82.6646,,-11.879,7.54663
917,24829344,2128982,COC1=C(C=C(C=C1)C(=O)OCC(=O)NCCCC2=CC=CC=C2)[N+](=O)[O-],Active,56,,,=,4.84,0.857,0.776,"1,0,0,0,0,0,0,0,0,0",,71.9468,79.591,71.4182,57.8298,30.9017,38.8754,22.758,21.8851,1.38563,"1,0,0,0,0,0,0,0,0,0",,69.3239,75.73,66.7835,52.3784,41.4312,13.4142,-3.30583,16.9589,-9.23958
918,24783365,5440634,COC1=CC=C(C=C1)/C=C(/C(=O)N2CCOCC2)\NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,60,,,=,0.848,0.069,0.768,"0,0,0,0,0,0,0,0,0,0",96.2327,94.4072,91.1397,87.0595,79.2868,72.6986,59.0852,34.625,18.7733,30.148,"0,0,0,0,0,0,0,0,0,0",95.4156,93.6881,92.787,88.3321,80.0543,70.075,59.7085,46.0152,35.5901,25.111
919,24780999,1721822,C1=CC(=CC(=C1)[N+](=O)[O-])CN2C(=O)/C(=C/C3=CC(=C(C=C3)O)[N+](=O)[O-])/SC2=O,Active,53,,,=,3.73,0.57,0.587,"0,0,0,0,0,0,0,0,0,0",70.3872,66.4036,80.846,70.1556,51.6427,40.2672,34.0168,28.634,18.6504,12.8949,"0,0,0,0,0,0,0,0,0,0",73.0534,87.6122,83.2191,70.6133,53.1227,48.2823,34.5831,25.4136,19.189,0.905974
920,26661832,3983009,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(CC(=O)O)C3=CC(=CC=C3)[N+](=O)[O-],Active,55,,,=,7.4,0.738,0.741,"0,0,0,0,0,0,0,0,0,0",86.4218,81.5019,68.3306,54.3805,29.5795,24.0102,29.9103,8.90814,5.94147,5.15861,"0,0,0,0,0,0,0,0,0,0",87.4536,76.4608,67.7054,62.7852,39.8989,36.2079,20.211,19.8792,8.7548,16.6841
921,26665295,5917777,CCN1CC2=C(C3=C(C=CC(=C3)OC)N=C2/C=C/C4=CC=CC=C4)N(C1)C5=CC(=CC=C5)Cl,Active,59,,,=,3.61,0.406,0.987,"0,0,0,0,0,0,0,0,0,0",93.1403,99.9673,84.4123,77.9835,50.8972,26.1645,30.7808,14.9446,25.0165,-4.59767,"0,0,0,0,0,0,0,0,0,0",96.7762,101.891,86.4826,72.0679,55.289,41.8857,33.1961,16.0378,3.25215,15.0765
922,26661805,3775510,CC(C)OC1=CC=C(C=C1)C2CC(=O)N(C2=O)NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Active,61,,,=,0.846,0.11,0.834,"0,0,0,0,0,0,0,0,0,0",89.8017,82.2949,85.7187,86.8276,84.8716,84.6933,59.7927,40.698,16.8414,19.6305,"0,0,0,0,0,0,0,0,0,0",85.623,90.6611,81.5387,87.7421,87.8284,75.1395,61.2373,40.5956,32.1565,22.0657
923,49675669,2391200,COC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OCC(=O)NC2CCCC2,Active,56,,,=,9.42,0.663,0.898,"0,0,0,0,0,0,0,0,0,0",84.6736,77.7915,66.9673,54.6053,41.531,21.4348,24.9727,7.83661,3.93012,-0.771213,"0,0,0,0,0,0,0,0,0,0",83.7196,79.8275,67.4613,49.065,29.7287,24.916,12.5187,4.05784,-4.88265,-2.15121
924,49670137,2173026,COC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)NCCOC2=CC=C(C=C2)Cl,Active,56,,,=,7.34,0.45,1.196,"0,0,0,0,0,0,0,0,0,0",95.2979,89.4206,71.7956,59.2108,38.2079,22.9086,2.22399,1.0433,-4.07771,2.49169,"0,0,0,0,0,0,0,0,0,0",94.5994,87.9378,76.8907,58.2916,44.2483,23.9019,16.6311,-3.75109,10.6952,-1.9236
925,49673014,2085280,C1CCC(C1)NC(=O)COC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Active,56,,,=,8.78,0.394,1.029,"0,0,0,0,0,0,0,0,0,0",89.0196,84.5236,70.3668,59.8664,31.4996,25.3333,9.86436,9.58737,-1.4883,3.6592,"0,0,0,0,0,0,0,0,0,0",89.3144,81.9892,71.0564,49.2549,33.7636,21.3522,12.9018,9.6601,-0.737697,0.97829
926,49675471,2390728,C1CCC(C1)NC(=O)COC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Active,61,,,=,1.12,0.156,0.851,"0,0,0,0,0,0,0,0,0,0",93.9227,91.5427,91.2462,89.5275,77.2677,76.6154,48.279,24.4944,21.4555,-0.304061,"0,0,0,0,0,0,0,0,0,0",95.6701,92.3404,92.406,86.0101,78.0859,63.6485,53.9637,50.8159,20.9737,38.9482
927,49729813,2179193,C1CCC(CC1)C2=NN=C(S2)NS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,55,,,=,7.54,0.549,0.783,"0,0,0,0,0,0,0,0,0,0",83.9268,79.9336,66.5682,53.3318,52.6251,18.7219,18.1125,11.3985,7.01565,1.9308,"0,0,0,0,0,0,0,0,0,0",85.1346,78.8069,68.7768,57.0304,41.9626,32.7971,16.5132,17.9487,5.65089,10.0611
928,49730399,1420762,C1CCC(=CC1)CCNC(=O)COC2=C3C(=CC(=C2)[N+](=O)[O-])C=CC=N3,Active,55,,,=,0.778,0.117,0.571,"0,0,0,0,0,0,0,0,0,0",83.0992,78.795,80.4423,82.651,75.6795,62.7373,49.745,47.7965,24.4498,20.8004,"0,0,0,0,0,0,0,0,0,0",89.4853,90.2206,89.2691,87.9659,78.9284,75.2755,63.5343,50.4532,41.4897,33.6942
929,49727255,2891603,COC1=CC=C(C=C1)/C=C(/C(=O)NCCCN2C=CN=C2)\NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,57,,,=,3.01,0.486,0.779,"0,0,0,0,0,0,0,0,0,0",72.1312,80.6659,80.478,72.4165,66.6477,64.1398,35.9231,10.3128,12.9144,-6.12082,"0,0,0,0,0,0,0,0,0,0",79.6091,80.727,79.5804,76.6483,62.3669,52.9539,29.9054,24.761,2.17377,8.86074
930,49644207,1174035,CC1=NC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)N1CC3=CC=C(C=C3)Br,Active,63,,,=,0.719,0.026,0.992,"0,0,0,0,0,0,0,0,0,0",99.1249,97.0035,94.5071,90.8154,86.7656,77.11,66.0683,45.3509,29.2228,12.1693,"0,0,0,0,0,0,0,0,0,0",99.6498,97.4612,94.8161,91.4839,85.3939,79.5068,63.4511,50.8718,28.4679,21.5921
931,49725598,5440637,C1COCCN1C(=O)/C(=C/C2=CC=C(C=C2)Br)/NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Active,65,,,=,0.286,0.02,0.956,"0,0,0,0,0,0,0,0,0,0",96.059,94.1225,93.9855,92.9625,90.5198,87.8212,82.9812,70.0309,54.1852,29.2192,"0,0,0,0,0,0,0,0,0,0",95.5437,94.64,93.8265,92.9592,90.2747,88.9508,81.9422,73.3378,51.8858,34.8576
932,49733327,1088770,C1OC2=C(O1)C=C(C=C2)NC(=O)CSC3=NC=C(C=C3)[N+](=O)[O-],Active,62,,,=,0.951,0.093,0.981,"0,0,0,0,0,0,0,0,0,0",88.753,89.7103,88.3551,88.7286,85.4031,76.7648,64.7632,40.9322,11.8596,20.4715,"0,0,0,0,0,0,0,0,0,0",87.8725,88.8685,89.9131,90.4029,84.0533,72.3916,61.2514,36.325,22.5927,13.1438
933,49724784,1582612,C1=CC=C2C(=C1)C(=O)N(C2=O)OS(=O)(=O)C3=CC=C(C=C3)F,Active,49,,,=,3.91,0.645,0.401,"0,0,0,0,0,0,0,0,0,0",80.4322,70.2067,68.0635,53.8024,46.0821,45.1172,35.7089,27.6731,38.7012,11.2513,"0,0,0,0,0,0,0,0,0,0",82.5988,73.0785,62.0452,54.2347,52.8361,58.5212,34.2453,38.9897,33.6881,16.6728
934,49714250,4361186,CC1CCCCN1C(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)OC,Active,59,,,=,2.52,0.124,0.918,"0,0,0,0,0,0,0,0,0,0",94.9202,92.823,88.3134,79.4527,64.5238,52.8321,30.231,32.0343,15.8438,6.65434,"0,0,0,0,0,0,0,0,0,0",93.7531,93.1022,85.5723,78.832,65.3402,47.9116,31.8963,19.2043,8.97294,5.39287
935,49828499,7406935,CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N3CCOCC3)C,Active,57,,,=,2.81,0.303,0.734,"0,0,0,0,0,0,0,0,0,0",99.8246,94.9725,83.1022,72.3126,50.0916,41.0324,45.3007,27.6514,11.2751,17.7645,"0,0,0,0,0,0,0,0,0,0",99.5426,92.7636,82.8944,69.0454,53.6114,42.1505,39.4799,22.3122,23.6761,14.7218
